,"('1970-1976', 'ave')","('1970-1976', 'max')","('1970-1976', 'min')","('1976-1982', 'ave')","('1976-1982', 'max')","('1976-1982', 'min')","('1982-1988', 'ave')","('1982-1988', 'max')","('1982-1988', 'min')","('1988-1994', 'ave')","('1988-1994', 'max')","('1988-1994', 'min')","('1994-2000', 'ave')","('1994-2000', 'max')","('1994-2000', 'min')","('2000-2006', 'ave')","('2000-2006', 'max')","('2000-2006', 'min')","('2006-2012', 'ave')","('2006-2012', 'max')","('2006-2012', 'min')","('2012-2018', 'ave')","('2012-2018', 'max')","('2012-2018', 'min')","('2018-2024', 'ave')","('2018-2024', 'max')","('2018-2024', 'min')","('2024-2030', 'ave')","('2024-2030', 'max')","('2024-2030', 'min')","('2030-2038', 'ave')","('2030-2038', 'max')","('2030-2038', 'min')","('2038-2044', 'ave')","('2038-2044', 'max')","('2038-2044', 'min')","('2044-2050', 'ave')","('2044-2050', 'max')","('2044-2050', 'min')","('2050-2056', 'ave')","('2050-2056', 'max')","('2050-2056', 'min')","('2056-2062', 'ave')","('2056-2062', 'max')","('2056-2062', 'min')","('2062-2070', 'ave')","('2062-2070', 'max')","('2062-2070', 'min')","('2070-2076', 'ave')","('2070-2076', 'max')","('2070-2076', 'min')","('2076-2082', 'ave')","('2076-2082', 'max')","('2076-2082', 'min')","('2082-2088', 'ave')","('2082-2088', 'max')","('2082-2088', 'min')","('2088-2094', 'ave')","('2088-2094', 'max')","('2088-2094', 'min')","('2094-2101', 'ave')","('2094-2101', 'max')","('2094-2101', 'min')"
DK solar,0.09533419558569103,0.695725727315,0.0,0.09473515372069187,0.672335548726,0.0,0.09578358217678938,0.68653151347,0.0,0.09403954484799742,0.669415123362,0.0,0.09403345838198576,0.657880473247,0.0,0.09536043517174195,0.7619307817,0.0,0.09154804802216211,0.648671354004,0.0,0.0907609081160038,0.668445630323,0.0,0.09331386782290046,0.685035877119,0.0,0.09278129816095858,0.661678555064,0.0,,,,0.08897521222802283,0.637867862325,0.0,0.08867017050735865,0.668358142185,0.0,0.08811113967521912,0.66323891755,0.0,0.09011288376882041,0.657501163666,0.0,0.0875373976838458,0.65446031244,0.0,0.08728300395679162,0.655079944641,0.0,0.08657598151184517,0.641639427384,0.0,0.08649489218184138,0.637206193193,0.0,0.08695724397094866,0.653659407569,0.0,0.08228928032544067,0.64729181343,0.0
DK ror,0.5319614174660069,1.0,0.0,0.5315391547999889,1.0,0.0,0.5325397054004922,1.0,0.0,0.5330537284205134,1.0,0.0,0.515027853548579,1.0,0.0,0.46416491874361976,1.0,0.0,0.546776427098683,1.0,0.0,0.5480177620396939,1.0,0.0,0.5412704008665707,1.0,0.0,0.5366854996623985,1.0,0.0,,,,0.5709008318834858,1.0,0.0,0.5742621980107715,1.0,0.0,0.5922681462578494,1.0,0.0,0.5076579699949413,1.0,0.0,0.5402926483216086,1.0,0.0,0.5609456854327818,1.0,0.0,0.5644054404259589,1.0,0.0,0.5511529372328695,1.0,0.0,0.5218832269421615,1.0,0.0,0.602808694771381,1.0,0.0
EE onwind,0.2989661560680304,0.996385097038,0.0030360584373,0.29537000714333334,0.996927171605,0.00462005196723,0.29547942532411103,0.995752171798,0.00396016515781,0.2884104824771363,0.994167185371,0.00367867119143,0.2949322816962144,0.995921249902,0.00503152438066,0.30363868922873966,0.995062297238,0.00576268741616,0.29878819398179224,0.994237789964,0.00352361200206,0.3030254861087249,0.996488520394,0.00464180035387,0.2964780657403478,0.990937341749,0.00336310382735,0.29876473388122676,0.99441096181,0.00471479211205,,,,0.3131493332288042,0.992540762243,0.00426424006339,0.3110154586935958,0.991384215339,0.00433151571776,0.3068417049319049,0.995241265822,0.00385580311587,0.30079491024244337,0.995845017186,0.00385136855345,0.30385316508604626,0.994495653008,0.00264626036883,0.3067440839126972,0.995453171182,0.0034255227756,0.3042480225085632,0.992249054102,0.00436326225675,0.32409674935326427,0.996569243017,0.00474911635188,0.3108308023161929,0.99452265726,0.00392439078017,0.30611619728454786,0.994494763919,0.00359403324747
EE offwind,0.40446138207546856,0.97338156855,0.00460143240726,0.41082197039593843,0.974066706867,0.00611511429905,0.4075970148837439,0.972415924194,0.00769446697555,0.4059604359789434,0.978303250318,0.00612877458378,0.3918206291901473,0.974880167032,0.00626373501208,0.42035299167681356,0.973122066934,0.00787046935576,0.4132257129381036,0.978481244546,0.00741886397388,0.4201067201911376,0.97673498663,0.00745135445073,0.4192719294630203,0.975843448185,0.00813111473468,0.4093036494044635,0.975511979128,0.00420659934098,,,,0.42589146125594884,0.976952655185,0.00782487349469,0.4291704154700596,0.976881643211,0.00689328979721,0.42060980693578426,0.976387159413,0.00576441989295,0.41560979780374935,0.977106570822,0.00590635689594,0.42734744339476993,0.973112447392,0.0075645959743,0.42899100886961283,0.974428477159,0.00549064889291,0.4232978902899749,0.974137273583,0.00770402496406,0.4429908596001369,0.97732022741,0.00606631616289,0.42698962323735934,0.974199487442,0.00418629668963,0.42399600108517266,0.979290569123,0.00472875025671
EE solar,0.09419423240048633,0.765154945579,0.0,0.09541149931703401,0.766225654294,0.0,0.09208890569018223,0.762645639843,0.0,0.09392822415740622,0.75267936949,0.0,0.09604801765386456,0.776996563257,0.0,0.09156597897410247,0.754432245712,0.0,0.09070871929344987,0.730412253563,0.0,0.0900823416291736,0.791471381319,0.0,0.09117017519364952,0.759127330037,0.0,0.09201259177062752,0.766864510765,0.0,,,,0.08516946824764796,0.707803861084,0.0,0.08685628778397546,0.74034142589,0.0,0.08525339822469474,0.736454029116,0.0,0.0848252516187461,0.709389060241,0.0,0.0855792114801681,0.730748190036,0.0,0.08465647008560931,0.702436977508,0.0,0.08112789189248573,0.680044020592,0.0,0.08006058835600019,0.714655993139,0.0,0.0817403130723419,0.720828744425,0.0,0.07679004331026434,0.674245750884,0.0
EE ror,0.4580295789128463,1.0,0.0,0.44338516439128817,1.0,0.0,0.5115305306001812,1.0,0.0,0.49778598649328065,1.0,0.0,0.48331549616266767,1.0,0.0,0.5259248013332017,1.0,0.0,0.4848798383969019,1.0,0.0,0.5004912240048911,1.0,0.0,0.5031083222547068,1.0,0.0,0.5105410289226497,1.0,0.0,,,,0.5770640865069611,1.0,0.0,0.5726458308671633,1.0,0.0,0.5485489013447286,1.0,0.0,0.557674233448256,1.0,0.0,0.5702555352627892,1.0,0.0,0.5927016531760044,1.0,0.0,0.6246962628783957,1.0,0.0,0.6178379076195288,1.0,0.0,0.591346198040635,1.0,0.0,0.6846128953538857,1.0,0.0
ES onwind,0.28577259791579646,0.957125004969,0.0162393150901,0.28778155592250243,0.961462995144,0.013452167052,0.27904104495456616,0.96267434039,0.015940157262,0.3013761919683238,0.960708765918,0.0175378476676,0.2919745190607534,0.976928843878,0.0141214293005,0.29019015935012393,0.962435388799,0.018124973532,0.2911847932598262,0.960854066385,0.0158461117095,0.29084594017864945,0.964140615908,0.0170495094852,0.285314391739961,0.957738949756,0.0165904331307,0.280560779483895,0.953202255458,0.0150614101827,,,,0.2870690378312597,0.966577850687,0.0149289528995,0.2755096067695868,0.960731075676,0.0152625468517,0.2890053302094519,0.968509565519,0.0182716226844,0.2925298565301336,0.9675450842,0.0194771373428,0.2871247124735519,0.976283236388,0.0123287626771,0.27532833833899184,0.954910818163,0.0193207097937,0.2772117840930118,0.95464134382,0.0132973340733,0.2731313140904436,0.96759076209,0.0151188031946,0.287014322096007,0.962504435636,0.0206484037795,0.28583495375264967,0.955963578323,0.0204438528836
ES offwind,0.43841386957305406,0.989960781603,0.0390777724256,0.4423334591633394,0.992759376697,0.0363139244505,0.43556980264354234,0.983209186149,0.0236191531231,0.45170340084527016,0.985942299309,0.0318998152028,0.4466462739611228,0.983343611564,0.0337382409444,0.4457218829784662,0.983714622801,0.0399529601903,0.4441474987270392,0.984324647409,0.0310758365197,0.449167251475146,0.984460270179,0.0365634670607,0.44055085572965746,0.984709736319,0.0353596698253,0.4397392801683882,0.973673248493,0.0338378298186,,,,0.4384034132439702,0.988033575746,0.0477547786301,0.4280695808478427,0.982683101265,0.0367067989027,0.4413861624958372,0.987788173527,0.0250773313627,0.4441140328795017,0.98470861384,0.0341834670511,0.43891507310172495,0.98983488892,0.020384044011,0.4284881779401961,0.989109222923,0.028437563982,0.4236498929844383,0.988794422028,0.0356263084678,0.42165141178694404,0.987312668939,0.0353007871591,0.4306050745134629,0.98267561246,0.0301278016258,0.4292234437756992,0.99103718496,0.026622454279
ES solar,0.13713117114353685,0.639910911833,0.0,0.13665711545916745,0.643574057674,0.0,0.13862632194244753,0.650823178969,0.0,0.1385242155008759,0.654710120371,0.0,0.13795005444417144,0.646478204539,0.0,0.13724399891602423,0.645997273646,0.0,0.13735882625673085,0.642677219691,0.0,0.1374268922841093,0.639210036715,0.0,0.13922498441409106,0.643400798429,0.0,0.13780065556036197,0.648828120464,0.0,,,,0.13788567783611744,0.640503187182,0.0,0.13819808223330052,0.643135818375,0.0,0.13931962681622215,0.643254609635,0.0,0.13777936763195284,0.636827291781,0.0,0.13807427535520572,0.648583862862,0.0,0.13880452234853757,0.649434408181,0.0,0.13939799550183823,0.646517883566,0.0,0.1395114043307457,0.644635237774,0.0,0.13653981174596386,0.6431349221,0.0,0.14052330213786424,0.657613736961,0.0
ES ror,0.46447760940124255,1.0,0.00199160925674,0.48285101396346947,1.0,0.00100648576671,0.44489537166660653,1.0,0.000727440958102,0.45628263049427453,1.0,0.00123582955211,0.4613052955882967,1.0,0.000801946867409,0.4328669421683996,1.0,0.000441693219178,0.45451823749282494,1.0,0.000869327354896,0.45148087315383395,1.0,0.000851767650202,0.4215073142840173,1.0,0.000839967462737,0.40646841437582953,1.0,0.00138162445275,,,,0.40792857441774216,1.0,0.00115771436663,0.3721518888363731,1.0,0.000470520549452,0.36443937966286566,1.0,0.00081737160459,0.3820389196908755,1.0,0.000801193625477,0.3763606648155979,1.0,0.000662139309199,0.3401250240624364,1.0,0.000637067301646,0.33370376349231307,1.0,0.000147322910476,0.3222715805842995,1.0,0.000341255202249,0.3704578942008173,1.0,0.000528025543072,0.29373518656832837,1.0,0.000540106605066
FI onwind,0.293025012530425,0.98382200588,0.00982780242716,0.29484824390638326,0.982060508207,0.00861607191629,0.3013494576030172,0.990721902685,0.00688082206219,0.28225245210794053,0.986797748254,0.0109882046061,0.29316343511247867,0.989686326387,0.00960915519203,0.29171206932718674,0.990626817099,0.00781296203101,0.2931198866927504,0.987615983927,0.00727220657306,0.2972146373193119,0.986734469481,0.0085816759474,0.2852161285663549,0.986585867857,0.00967436421895,0.29671605882203694,0.975173985819,0.00897221529729,,,,0.3018890420229051,0.987813812682,0.0112424461039,0.2977044445974608,0.985468204128,0.0102852361875,0.2890915726999202,0.98668160075,0.0108389154569,0.28572968054560244,0.988079184283,0.00991337346285,0.2934964587072644,0.984454152292,0.00795170541927,0.2952664982410532,0.991884796532,0.0105328378409,0.2896181157059985,0.982739011024,0.00748703553787,0.30305785303033556,0.989904696482,0.00754762889904,0.29798079668884137,0.987780686073,0.00924727952281,0.29403524825433036,0.987133834857,0.0087176611253
FI offwind,0.39137415842315476,0.968604789317,0.00872610074066,0.3953533659155046,0.964438589968,0.0103908665443,0.39919502962484876,0.96671453998,0.0132335673627,0.3827064352292185,0.963605474722,0.00998428866576,0.38144825103313174,0.968807647324,0.00926474886733,0.3923052812078304,0.966103759482,0.00937145610225,0.39757478891800035,0.964840668429,0.00813749977548,0.40955816567805353,0.964556836215,0.0107481438798,0.4016368703069145,0.960127337758,0.0123770765036,0.40256404645763566,0.96668172796,0.0101720687965,,,,0.4119989290755202,0.965805559265,0.0123033315106,0.4117768457487495,0.966646998558,0.00997577497624,0.4001463207300965,0.965038060847,0.00849307949245,0.3962287218831226,0.965918031012,0.00887634613957,0.40593057415646866,0.96724105864,0.0113099871652,0.4106311695363518,0.967971140718,0.00939459426398,0.4034883516460105,0.969471902756,0.0117126610293,0.41928775227092485,0.967726123673,0.0104107446876,0.4065830210188951,0.966272571915,0.00968688387974,0.4012404805597823,0.965718784647,0.00656911442049
FI solar,0.09224877302248366,0.74606120295,0.0,0.09231538498264023,0.757317369654,0.0,0.0896372475323228,0.759082809771,0.0,0.0919500448347551,0.757717421144,0.0,0.0933798849201237,0.752448798524,0.0,0.08899920709282358,0.743094129413,0.0,0.08806195385765589,0.740087518494,0.0,0.08619609142493727,0.723593558833,0.0,0.08749695543937373,0.731623453736,0.0,0.08820169809936503,0.713276334328,0.0,,,,0.0821852355288966,0.708489734732,0.0,0.08339300360515982,0.75232258254,0.0,0.08184470360969365,0.738278557395,0.0,0.08301874792187708,0.695587854032,0.0,0.08262992963540132,0.718227614799,0.0,0.08080662960335279,0.697793392042,0.0,0.0781116491463064,0.711982290318,0.0,0.07741720855907103,0.679845888791,0.0,0.07922432564888322,0.722565814438,0.0,0.07404026697107097,0.660958166981,0.0
FI ror,0.6153848855285774,1.0,0.0,0.6349042069798256,1.0,0.0,0.6946104029411679,1.0,0.00872626206172,0.6414653949746191,1.0,0.0,0.6156829511044452,1.0,0.0,0.6608962264404985,1.0,0.0,0.6877664863170905,1.0,0.0,0.7098672640040828,1.0,0.0,0.7166962296597642,1.0,0.00388893657096,0.6996072472523347,1.0,0.0,,,,0.7328484890356345,1.0,0.0,0.7322704165402605,1.0,0.0,0.7272046126855113,1.0,0.00432600607227,0.7209500278272941,1.0,0.00588272206584,0.7145080010193796,1.0,0.0,0.7944873222799305,1.0,0.0,0.7836835046747307,1.0,0.00595603128795,0.8063977051841207,1.0,0.0045968992272,0.775864214232804,1.0,0.00433164284247,0.8038322532446612,1.0,0.00501672671419
FR onwind,0.2861701097949437,0.959639176191,0.0179840923679,0.2805164288932096,0.957932141895,0.0159267236057,0.28671608084256456,0.96339804978,0.0184247814521,0.299934243270789,0.965465676622,0.0158297973676,0.29466059672725325,0.964074927276,0.0176401745838,0.2752793210526096,0.974157231747,0.0171920440772,0.2904199259910727,0.972076923524,0.0129093089937,0.2879876099061045,0.952520015006,0.0167188872442,0.28078954127991623,0.958192551841,0.0107431313648,0.28565177186819907,0.959394102579,0.0180366021473,,,,0.29169198282526054,0.954970016597,0.00984627493793,0.27948979194902834,0.947946805064,0.0106409487056,0.29237271674854565,0.965407881301,0.0194969553363,0.2860027060260152,0.946022391501,0.0139073637537,0.289569031033346,0.959205385487,0.00980481688719,0.2898342576850728,0.956457283915,0.0163753538784,0.28785767924926736,0.964641284209,0.0160525282686,0.27961874621069266,0.96436741453,0.0161757795955,0.291118936539246,0.966407204397,0.0171368533133,0.3000384543910331,0.970454559124,0.0173833712126
FR offwind,0.46869953271750503,0.99175641387,0.0215297744875,0.4547444058760868,0.990571335672,0.0124676844542,0.46259831906289994,0.990439736447,0.0200644425024,0.47224750624494644,0.990030535431,0.0179130970223,0.4696973495300017,0.985369512139,0.0164205459983,0.4515847254044817,0.995267163887,0.0191466142236,0.46690641731188764,0.993201393637,0.02583235741,0.4688272418800339,0.994375427018,0.0129287145797,0.4636975845060035,0.990433177217,0.0247274940724,0.46167257101463655,0.993351832306,0.0264307643948,,,,0.4619863356975522,0.989941950421,0.0159931931075,0.4496339589048766,0.992347180142,0.024389312563,0.46746549841474444,0.989030875508,0.02139196213,0.4601768120646353,0.99234689183,0.0162837761652,0.4657513800576608,0.994184515559,0.0220269573787,0.460150927983788,0.992747455784,0.0203350888366,0.43986702261844735,0.992139842443,0.0210041765332,0.4431177767084316,0.991295705457,0.0272345882006,0.4535305395721123,0.993321763095,0.017104145829,0.46333477566159237,0.990123235048,0.0185670490491
FR solar,0.11133561954164829,0.627859756186,0.0,0.11156169438039769,0.64265747887,0.0,0.11053306850200742,0.63447814928,0.0,0.10676883828656963,0.641415175246,0.0,0.10843931378081627,0.635360471751,0.0,0.11153429425253344,0.629140989593,0.0,0.1081693932948132,0.633615656805,0.0,0.10858735942453766,0.627870434289,0.0,0.10957448062223984,0.638076131111,0.0,0.10725099930881715,0.622791357372,0.0,,,,0.10688783259667038,0.632989915744,0.0,0.10757824796186305,0.630337084595,0.0,0.1056687583014156,0.631069739615,0.0,0.10896142929801447,0.624950367624,0.0,0.10698239953804568,0.625974152672,0.0,0.10545482275774583,0.626444948277,0.0,0.10689435409623327,0.61643710942,0.0,0.10946291090201078,0.616263467097,0.0,0.10836204723934734,0.627318291686,0.0,0.10622765023907872,0.614240081206,0.0
FR ror,0.6503144198656233,1.0,0.00151832737317,0.6486162325602405,1.0,0.00584528167999,0.6265764098668323,1.0,0.00294542084585,0.6707700435675447,1.0,0.00213733166247,0.6607691092540755,1.0,0.00433507408364,0.5905250572961436,1.0,0.00132084190317,0.638410040510955,1.0,0.0033700975773,0.6531681123761168,1.0,0.00174180272858,0.6231075910754863,1.0,0.00338324699668,0.6190425353857028,1.0,0.00139497324937,,,,0.6078040287861779,1.0,0.000818831219299,0.6046649042119523,1.0,0.00187476475702,0.6522664844187507,1.0,0.00217638809025,0.608459025496088,1.0,0.001210894762,0.611119635546154,1.0,0.00141611072749,0.6023965344822997,1.0,0.00237325489745,0.5712061246247825,1.0,0.000836416207181,0.5423261583426688,1.0,0.00108430957857,0.5586162586826677,1.0,0.00130423940375,0.5467455757207937,1.0,0.000589567055775
GB onwind,0.38808347416203876,0.992800294887,0.0171516603575,0.37952125371665213,0.987645840164,0.0121044291338,0.3900104443794567,0.987688977048,0.014779081891,0.3904730828065221,0.990154300628,0.0161695746054,0.38531081142844104,0.992628758232,0.0109428335687,0.37937583482940546,0.99012208939,0.0129496212645,0.3924709627081566,0.991959963296,0.0166212098286,0.394653799888018,0.98991621572,0.0167889734655,0.3823741771246252,0.991444014535,0.0170654724228,0.38355099306419743,0.991249222215,0.0129572008084,,,,0.37950943635110407,0.991615574961,0.0115792378243,0.3849617229515424,0.989233177252,0.0139829419595,0.3931010943776379,0.992122233674,0.0130709672532,0.35960345431695345,0.991552739455,0.013612565373,0.3751559066645222,0.989301864217,0.0147101881148,0.3846693084093987,0.989255076597,0.0141640092118,0.3758486745272633,0.994405921708,0.0145372446102,0.3945137570498958,0.993099926893,0.013664489411,0.3774986838252486,0.9905217097,0.0120291612373,0.39045977073276394,0.991404771239,0.00876740872704
GB offwind,0.5457962860374498,0.987737825366,0.0550537832634,0.5414701673562567,0.985285227854,0.0471138383284,0.5500029813577657,0.985723619105,0.0541307905008,0.548049280559084,0.987146717953,0.0573558939385,0.551046591598911,0.982724583848,0.0555400376722,0.5456831026032068,0.992234045313,0.0477319027316,0.5537198161378688,0.985621117223,0.0629149208591,0.56316929272619,0.988349108688,0.0437046133714,0.5450788731202084,0.983081688773,0.0426163887507,0.5513170114086178,0.983800503232,0.0361476029749,,,,0.5427483042002222,0.989634223892,0.0396116921208,0.5416416719149342,0.9884737146,0.044566294754,0.5506890360989583,0.992878109904,0.0462283878609,0.5234126502034057,0.990293434406,0.050604079439,0.5274540353511793,0.994693583396,0.0359558687973,0.5359875329498409,0.986214297942,0.0486225363311,0.5290755111511473,0.986868434895,0.0370668072181,0.5490259288419927,0.984498303251,0.0479886849494,0.526670435991638,0.987873223782,0.0392153569605,0.5278922922828362,0.991674233871,0.0373556232009
GB solar,0.095463506947249,0.617116806382,0.0,0.09569527155916734,0.609242451934,0.0,0.0945554626470188,0.613106150674,0.0,0.09270211431623117,0.608649838935,0.0,0.0929606515504038,0.610494399223,0.0,0.0939500589482683,0.605274759861,0.0,0.09293259972018879,0.626800656953,0.0,0.09279381958471376,0.606950358023,0.0,0.09375151931564031,0.594394452611,0.0,0.0916352327557715,0.589516532865,0.0,,,,0.09147182522137985,0.607645581203,0.0,0.08975959996874226,0.600678651653,0.0,0.08949660601409014,0.623991725206,0.0,0.0918463814161162,0.616799992129,0.0,0.08897673674821349,0.62301446185,0.0,0.08846836940789937,0.625534672827,0.0,0.08821296346111134,0.599698321371,0.0,0.08920817842958301,0.606514452788,0.0,0.08748458249343749,0.60131740255,0.0,0.086034339810179,0.582689612515,0.0
GB ror,0.36944188190794247,1.0,0.00133923569795,0.3722372102655918,1.0,0.000830560094281,0.3894698611022929,1.0,0.00200902795306,0.37518492006926724,1.0,0.00121398770577,0.3844930379166982,1.0,0.00206418242021,0.3565472635033835,1.0,0.00110062647014,0.37323486809551454,1.0,0.00116572698428,0.38291439842473585,1.0,0.000984760251411,0.36783929445339825,1.0,0.00092245430274,0.38091716496351896,1.0,0.000299098734934,,,,0.36571699278704933,1.0,0.000648447991639,0.39372760001566365,1.0,0.00299330408558,0.3994884591572727,1.0,0.00288237138403,0.36868183681442523,1.0,0.000848835571748,0.38501615128276184,1.0,0.000641602548922,0.38611633687465674,1.0,0.0011959288631,0.3862062706104848,1.0,0.00322110729479,0.4091225608132728,1.0,0.00050469054808,0.40228216999795735,1.0,0.000643013612713,0.4159448186438108,1.0,0.000729723966267
GR onwind,0.2853062071976552,0.96830171792,0.0108568646924,0.2842749555306697,0.931815887865,0.0106746640419,0.28611692611669004,0.96883379325,0.012178369325,0.27477216692718964,0.971814475041,0.0127935071921,0.2801348349750647,0.964044044285,0.0106158162782,0.2763101666193137,0.97618987688,0.0125501017715,0.29504177052366315,0.982572716177,0.013317729971,0.2756103700800517,0.957238053298,0.0133219248656,0.2706922708135506,0.961963086879,0.00783775753205,0.2787186267077366,0.94293688569,0.00743289587243,,,,0.2793429198522896,0.964124077594,0.00889833135817,0.2817335197673351,0.969648393232,0.013299213244,0.2808717959719097,0.969750573791,0.0102689126647,0.2910324221992838,0.952802117038,0.0110776097711,0.287720855603002,0.972143192612,0.0098721911843,0.2815895136205691,0.966253670498,0.00904686567689,0.2708789380722186,0.967432553015,0.0103540968575,0.2849803792325061,0.966445007671,0.00699207182279,0.28780623046185067,0.959208798809,0.00930406414376,0.2826421186951935,0.956930930512,0.0104452087974
GR offwind,0.3540931303272025,0.988342156867,0.0191454051808,0.35680575301815315,0.982421306871,0.0169884603753,0.36451266633568713,0.983063538753,0.0143751388964,0.3474519132877389,0.985400161996,0.016604703155,0.3457898921677068,0.978464763171,0.0184942294782,0.34764799133036633,0.976380413707,0.0163886550003,0.3677791976243582,0.988635048202,0.0226566117391,0.34383672548701516,0.983815481682,0.0184694434106,0.35792508361750097,0.982231115965,0.013998115859,0.3526274144127664,0.977499513624,0.0118525215081,,,,0.3467820739609285,0.979994371927,0.0143328456415,0.35126404210291384,0.975696163789,0.0192565156113,0.34883112814419914,0.981598857599,0.0162263793847,0.35423359061971615,0.987913161223,0.0126286664578,0.35938934532449673,0.983000878023,0.015688062382,0.3451853333924709,0.983103837184,0.0127957115971,0.342296741964939,0.983728547837,0.0158958260915,0.34955775261125077,0.982875203739,0.0210019563621,0.3413554782795022,0.970281083502,0.0152954492141,0.3452040464090417,0.973808458403,0.0157916335438
GR solar,0.15017282838001728,0.718563140769,0.0,0.14922421926711757,0.695816609741,0.0,0.1501255947226787,0.705876413883,0.0,0.14898878713878697,0.701803977931,0.0,0.15114686650687534,0.714975617588,0.0,0.14967754312571976,0.691055267291,0.0,0.1487813093864099,0.690277074515,0.0,0.15056658202089648,0.676870186186,0.0,0.14924588759750082,0.705780817403,0.0,0.14933654826705128,0.706241019609,0.0,,,,0.15075301346611514,0.690700563609,0.0,0.15139869486127353,0.695499193809,0.0,0.149305537905225,0.687617456015,0.0,0.14943937579965227,0.679515743596,0.0,0.14862824178874587,0.694370279023,0.0,0.1500186728575129,0.690788074553,0.0,0.1505470124736242,0.692487048895,0.0,0.1500805636963324,0.685708423592,0.0,0.15090611609759977,0.675843354298,0.0,0.1483248854892502,0.684963565556,0.0
GR ror,0.38404061756037283,1.0,0.000298172863845,0.407669245024424,1.0,0.000355792476334,0.3795830885545731,1.0,0.000408322542962,0.42240700317283475,1.0,0.000338076910173,0.34259638437523954,1.0,0.000242390038714,0.3646764457796886,1.0,0.000149351372069,0.39817353307965353,1.0,0.000425535226289,0.3174188908659809,1.0,0.000431168773776,0.4094571535546911,1.0,0.000378530828275,0.3396167917147673,1.0,0.000411316248273,,,,0.28446681316937883,1.0,0.000295550498518,0.2724018801147561,1.0,0.000378848009263,0.3250884370472168,1.0,0.000494644464774,0.30261362619115706,1.0,0.000336078650452,0.3185690507280415,1.0,0.000166727646496,0.2707527244485069,1.0,0.000230697602113,0.23794142089385645,1.0,0.000131651262792,0.23166421131794102,1.0,0.000241051838515,0.2008457481263367,1.0,0.000277621847071,0.24238629293213848,1.0,0.000181716527762
HR onwind,0.23505625382221532,0.9460520994,0.00548450164836,0.23354411532079358,0.978880013633,0.00732409869446,0.23207414175583396,0.975814182093,0.00487013816413,0.22772908156884106,0.974504617985,0.00742363901745,0.24030710769277716,0.985732395483,0.00417907558783,0.24082979636306787,0.972214076954,0.00635744301668,0.23534679872126119,0.981258628959,0.00637627641263,0.22752514693456982,0.95768880929,0.00646791359257,0.23054619434986234,0.969374182331,0.00615732021947,0.22795751158288663,0.950917821399,0.00718981063484,,,,0.22998451420561206,0.973661364093,0.00679036140926,0.23303567868966318,0.964465805737,0.00801167724967,0.23674052372532725,0.96066287441,0.00541793059302,0.23734886726104085,0.966004258072,0.00549001332214,0.23198268842815847,0.96632278743,0.00767430604807,0.2320940764071741,0.959971588338,0.00516367893906,0.24233453743308614,0.966642813134,0.00942732971913,0.22946144024503498,0.967502540007,0.00585689700239,0.2290581931027904,0.9730250821,0.00593500831047,0.2481505681221089,0.967696515167,0.00691951744049
HR offwind,0.2840480243719241,0.983367035485,0.00556406581821,0.27665541664309107,0.976756157805,0.00558389441493,0.2857113755610764,0.976409105795,0.00607984107817,0.27439471643438446,0.977996492216,0.00552065952261,0.28463249802902757,0.974164632226,0.00600895819007,0.2898048219306813,0.981996393052,0.00550159295833,0.28276691949960536,0.977492695874,0.00376913292999,0.27444733856602005,0.978517547751,0.00451259176837,0.270907791585925,0.981369423962,0.00483834104978,0.2691047148676116,0.976003769468,0.00478930445972,,,,0.27643904729652136,0.977189631972,0.00523412800314,0.27588421358759974,0.973433976622,0.00508812213266,0.2786933330430379,0.977537153792,0.00590001947579,0.2890923622946652,0.978041344457,0.00512969897006,0.2815755851207478,0.976787547297,0.00512209425255,0.2753655548139538,0.973924478284,0.00548783977161,0.27589842903425227,0.977644355667,0.00514952583647,0.2717616535171344,0.973401017189,0.00534142217006,0.26346809887669814,0.976067760242,0.00589441180593,0.28707958722368987,0.981766038833,0.00553777545965
HR solar,0.13131704155169885,0.761685890801,0.0,0.13210575954514256,0.719228518463,0.0,0.13244140204390853,0.742093671705,0.0,0.12941356107477017,0.695994509375,0.0,0.1315390565026283,0.691657642566,0.0,0.13191162149815108,0.772186708318,0.0,0.13095557087681112,0.700161184976,0.0,0.130938000597276,0.685600313086,0.0,0.13212838705535773,0.706118487901,0.0,0.13045867718123383,0.702792288649,0.0,,,,0.13168676011189198,0.682509467119,0.0,0.13020045473664849,0.692665122818,0.0,0.12931117331965347,0.707856133693,0.0,0.12976166928503946,0.695914565999,0.0,0.1286997286642043,0.685689741492,0.0,0.12966359957816695,0.684248042625,0.0,0.12794251550950148,0.679694511726,0.0,0.12986135763801296,0.679490174758,0.0,0.1295394813142494,0.68445722485,0.0,0.1268893913366488,0.689024473653,0.0
