,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2050-2056,2056-2062,2062-2070,2076-2082
lcoe,96.0073766645762,97.66091318996493,103.81066205067776,100.63700326722736,98.71202165841441,100.52393143391166,99.00747688072038,101.32413571320716,100.04781732477396,102.58464226718932,98.86865531018717,99.38381920744347,101.59082595126682,103.36982506440448,107.73127267613363,106.81372222061101
