bus,carrier,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2038-2044,2044-2050,2050-2056,2056-2062,2062-2070,2070-2076,2076-2082,2082-2088,2088-2094,2094-2101
IT,offwind,434.1399113726381,463.07601350747166,432.9799100050721,461.0449721510095,469.4348497630174,464.6310691043368,442.17569301162104,473.94357009669034,456.35206189779535,481.4410239359308,485.5822974226743,477.19782604350536,483.14797380563823,431.89853563637786,496.8909904718143,483.860639360417,493.08919861903485,527.0673081119271,522.2197072026413,462.1538623817922
IT,onwind,183.02854749664652,188.27332537783187,183.78259756775776,185.2458449058762,181.66514533728858,191.01557705509794,187.1948672666553,201.9021454445038,198.35779604802406,191.15882771463433,197.36266304904686,192.48828530996636,186.56409766411204,188.86600851510482,193.90404112683066,198.54085631907216,204.3597126877265,203.16122851202667,208.0095138735976,192.46689024689815
IT,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT,solar,190.30414761869028,191.5127949850395,191.41924800255964,191.6795607825738,190.83312203790518,192.791407628767,193.25066008994762,192.5382166064302,190.8493304770326,194.18210156045757,192.4684775485232,191.84356833748237,194.86671608171807,193.63512655939914,194.25930466093763,193.86975545257428,194.67217419908752,194.11623376027595,194.8178154379697,195.62541480446652
LT,OCGT,151.63853894394597,158.24629331618027,149.27252757138393,169.21101264384632,111.22834389678182,167.45539413590924,97.55030746116317,145.9467143385402,120.19502449392645,168.83468629638296,102.95184140901121,167.61762916104763,138.82701250937274,157.02715480124206,123.8987791595909,132.2430935957707,153.75184741215602,155.21799800939755,140.46868899201783,158.44725038380363
LT,offwind,317.2403649896276,319.7030945762059,314.9104856325136,320.901284278422,346.5603981891205,309.22527607259383,308.67848569710594,309.9763142210749,303.0814260823998,330.8372467679267,314.87037526967583,303.3631386965767,308.79235013581126,309.6024464210293,316.3307958075347,301.95934385396026,309.96425193712713,304.2316111322866,314.4314386286566,292.43347098913506
LT,onwind,200.90311936128802,231.98435021581182,237.19276175795758,227.1924549960121,207.25334491149792,204.40967214894664,219.3158460403325,229.2492399600226,201.8044527173275,234.78886233364253,222.84860583559362,201.8169560881106,218.8374999299171,221.56907319728464,203.28969801941284,199.73585632028238,209.97578081448088,190.34489510441952,207.4500695120235,193.98243183800375
LT,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT,solar,348.0279473459342,352.47328345965377,354.1568418912872,355.2374022498757,357.12750583212255,350.07990107320103,356.95339967974724,371.7181624011245,367.2429178400502,369.74955625253955,393.44820459540097,374.30549492146264,391.42726024354755,379.2344992324863,392.1584682317733,387.01561883780425,397.9074129617252,418.9594907406333,407.22351009088777,414.26622377132287
LU,OCGT,118.9079971297716,117.51787284054836,109.93200532996501,133.97542261494885,113.4219456711776,125.48657105237972,108.59428637120729,118.20430285812661,111.37182418725062,133.81441503524735,113.19136778791737,119.5806158080946,125.33456085647522,118.77962488033764,110.8399350497267,108.47122984850017,117.82719672521085,123.52024030295269,112.95708394416617,110.91046476677391
LU,onwind,217.42863343373688,228.86349307984926,216.4362166779086,203.40997406348777,192.23356286928117,237.86963595219825,205.30980953123296,230.24363773190834,234.83106277695774,236.78439847351552,227.5680474284656,208.74110080791476,223.30660271573123,218.84684887482365,235.8420152860139,230.49393880068985,240.97032669671526,232.76999381338615,227.3923697068106,221.36106616108094
LU,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LU,solar,312.99763151276255,317.9883388028137,322.4427152499171,337.43655556202674,333.44332164001685,318.3009507964643,332.6035916140115,341.584642225474,324.33210480012224,343.21711819784554,336.15259727968436,340.9066540603173,349.1889415441642,320.8270106399178,346.5632398407954,346.42455842240963,343.1647490044746,332.3380772394026,332.672587089039,341.91504513296144
LV,OCGT,152.45868039140544,174.84925168542864,131.8832754410134,180.59598497142798,111.51213635463002,184.25660997468444,125.34001754768116,110.4725580936747,123.51716497043805,174.98616876455793,104.6448629379562,182.97839265847878,150.04484845352425,145.82051529740804,125.63056732045143,141.5309167806191,128.04258417901028,164.40108483911777,141.8949446304319,183.22961966837815
LV,offwind,341.6739704169662,330.22910347585133,331.7994822921104,336.0472460057471,374.7763098826615,326.68936405656325,326.4020439336504,338.08359248590034,318.5802312346274,347.53082677969115,337.9343528235609,323.6483420394094,331.85553902663025,333.0528099952927,337.92683546463417,314.1504926814889,327.56609060439837,332.57547031097477,336.93152787303154,315.69954628291174
LV,onwind,213.80801076693962,200.19482799926178,229.25063511527605,206.481848922702,218.31121905466236,198.1781040690018,199.6871425595711,199.21715622853756,196.38642808789575,216.44885508403033,218.85429684034506,201.56424683660256,187.57764513516108,200.87037107224396,205.95898497364965,200.47024248084963,213.99343588468932,189.47617089441297,218.8916236774344,195.5760568517999
LV,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LV,solar,366.6241996961302,356.82855728366,368.3890449937727,359.98342832565845,365.2301347633281,363.5096570243898,376.5177356145424,390.3355618586616,382.0687911660962,379.23331813137725,417.04128215951033,397.2437540863485,411.4169727961785,393.57860504985786,406.0898133887563,399.7114516166704,424.12932454307514,443.67474352011084,425.78017370463067,433.2389186315633
NL,OCGT,243.97499475606907,206.29953541618096,231.24675833313105,256.1769813807722,198.66054418364925,196.3943858002991,235.9925343833885,219.71065587385945,240.66378629867788,226.00091867829954,211.11739511060486,254.4012318640358,238.52544439027488,211.94833994668284,232.64988810459633,213.06349046070045,174.6854814905818,203.77628288530332,231.93539481332314,208.99665646829794
NL,offwind,268.2163382070207,269.24352012306366,273.7413291578653,268.6089052456919,276.8235555313487,274.37801125619774,260.75663274201975,268.469438181563,262.43746483241233,282.99798037477296,290.19273700066367,263.17434596542114,266.5381789940759,276.3672667579007,280.7069649496657,273.6015847896793,276.6247943143794,267.7887905616499,278.0062472867561,278.0602498045282
NL,onwind,204.82580603509405,220.86250944856945,212.92640022815803,201.95832028188357,197.89650828999248,215.83386133955977,197.0150457240624,210.8377708197832,208.2864937999669,218.7047832602853,216.76663143949895,207.802573835759,209.32078978529358,220.08814907536478,211.3493110784695,208.09117364157996,209.24819476303182,209.34893239253742,211.29687618106504,204.81517810275372
NL,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NL,solar,343.6004313804726,345.99893356733435,348.1619140054048,369.81672941274564,365.68778120393847,346.9956108181956,369.1528034689236,372.19956492343084,364.8969480061697,374.95095929360497,377.58600874564274,379.51463068647433,377.9507933864733,361.1691897612229,380.8709207153397,385.854832946633,383.85334467865334,387.1284043928602,383.19837319765605,405.4186245353234
NO,OCGT,310.1778381460602,232.5313719374182,251.9219428360966,348.1472597582778,187.1544089158291,229.99409667690873,106.55032703835275,238.14160478924083,174.9582644471193,273.583208011014,240.36471533303,250.64076733803347,295.0275967698436,247.09045397678105,116.83422482919465,138.91359397811232,197.71695288342585,242.58844112210957,162.13950736299816,185.45669766515238
NO,offwind,279.460465555326,290.0673942280194,286.34546598406234,295.7381411230753,284.76318871185504,303.8097309269203,291.52219073347476,291.1740714178042,283.9075184855524,289.69159471254846,306.10448994602746,283.7484057571084,297.9911298660457,286.5644774086378,310.14463455416364,296.3881954838186,300.3707686868648,299.4161770650558,304.9426944790405,300.7794032492742
NO,onwind,132.92331781516646,130.412312364615,127.76287485932903,133.31647691159145,128.14766648103384,131.28792785279558,129.38351072721716,127.81781601555163,134.38837959707104,128.53640697196963,131.47560307299807,133.9280380895013,128.47760974223337,136.00471762372135,133.62801305162202,139.13424861932523,139.15784791334187,131.15634382596443,139.2612576938804,140.24654453335438
NO,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NO,solar,325.253747686969,347.31190299104327,350.78937403322243,342.3154643693071,394.7271563636794,356.9452133734911,357.30900697186223,375.53975539549236,352.11377375436507,377.6105288285672,389.13242621608515,386.8925831132573,400.18523210948376,377.17783258169663,399.6084375772495,385.2024328083834,402.737541314878,424.23207473410275,427.85195184401346,406.9233816765977
PL,OCGT,273.0159685185783,204.8304174326683,203.67302439521424,272.85770880016423,186.6010268968083,189.7605124392672,138.23684541199074,206.27481635254316,191.29354084680944,234.0200844384878,211.1968796176547,209.0060186435664,250.7477926463433,213.18839450825956,163.52750660893884,173.90136825783603,177.9139131306552,210.5087447128146,192.97774419905105,188.81229767972863
PL,offwind,306.6670505582108,306.5967487660741,306.1059091024792,306.5274083843132,320.41740222956446,303.02931968691973,295.19093644806196,302.38971023265543,287.60783372205185,318.8584198306411,305.93769376232586,299.4271467377169,297.4531742829075,304.56245817087733,301.4946091194331,294.30008071883833,303.9320088735839,295.99030465644154,298.9117913810055,284.3644108147077
PL,onwind,243.8349809088007,249.0363937270447,265.09117930564753,246.93963556143694,211.41650192123114,224.91028726327448,231.99652337768092,247.976755541668,221.73595284853022,255.153448741201,229.3371587096553,216.11972412997724,240.67549899980065,252.94812312871173,248.46170462362244,222.97827984974614,211.00147166849223,204.03999509761033,208.80703258089915,234.41122191684252
PL,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,solar,323.05298288327197,319.6840614176174,316.53386854268365,356.0284280155008,326.1834226037432,313.97319522339933,324.1093295185457,336.2985092356499,330.704577218485,329.96610427206264,342.8273352179141,324.54256123269977,338.7628446180164,327.4765784304727,347.6968528544285,343.66072937572613,348.64745535817394,349.2773121602285,343.7591275111213,371.7637348764027
PT,OCGT,230.2598569714839,231.23878389937,174.7252431974601,202.4613378177672,109.62960624344822,187.18055905192784,149.01908667447907,147.66468806016977,138.80541571862852,159.71455211510573,198.2428391976677,213.59467054720187,145.2527482310013,221.17795408569918,130.32815287980094,143.20501258060094,143.71136848156266,144.68700443698233,120.90140280525857,130.42612758066798
PT,offwind,286.4491447434964,274.2896082181603,288.04765699437297,272.25155510271014,299.5736168513707,284.94797464747415,280.51770184989704,291.6126784724814,261.59988716503335,287.80117167394616,280.33572312589035,268.84332110302574,294.9845725993707,279.7433767809222,302.62461109361954,282.9448424232794,287.0581039142704,292.1539810177307,294.0292208634943,286.6658293620973
PT,onwind,199.59514192864958,190.2426211280756,205.9813987139003,184.1627546662238,198.84966834401936,201.21699820956894,202.50567189426334,205.46795401380956,191.83082603995598,200.2404778149203,202.67747898910093,200.78046341245098,203.5600433519887,205.2185525756165,216.26303052537233,215.5735074412357,211.38272133306654,227.40391455207728,220.96631308705776,220.9037087095585
PT,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,solar,202.82524254968772,202.19727500430102,196.86569405437243,199.26302231591467,249.54064359305204,201.322526234551,200.7990071944326,199.7822024241203,197.49631987213212,197.56016588798346,198.03502972840917,195.5641956702036,198.07492434400766,198.18117995858958,198.7249794104843,197.17284879484905,196.28422869313604,194.95147103409593,200.87191212692034,195.07705853762494
RO,OCGT,193.76023370146936,207.19290189305178,217.04361126863157,219.20418966545088,150.12810598049612,168.7544138060104,129.59654654468451,196.02573270856,143.8197398480509,143.47617651763858,197.1813508816643,192.80129013016423,147.80075117050052,171.5784991538271,143.2436416912723,146.75927243730325,144.00906828964372,133.43501949754463,155.72168913461266,195.78340342094717
RO,offwind,370.32105614539563,368.16494620818264,384.19016046357734,396.49366935934256,382.2964140339747,363.2354477946113,358.56111761319266,407.1071790203564,391.48950148480463,391.54394060807084,395.45728032518525,384.07517581502583,391.36062643981376,382.59197289050644,404.6609229860027,398.12384772576263,396.7027059517831,418.56052430632997,399.88605980910665,385.10675552963517
RO,onwind,275.98248065533426,300.4377443069376,304.57537320427565,302.10719592861324,272.9420766376657,278.0352828675847,281.29969082439544,300.75416907593774,291.7231763319955,299.1735687606396,302.7087995996621,242.1488981721112,281.58032591701374,280.6172429065964,293.77146763973644,290.3214922791042,287.7191839858415,305.72327489574604,297.4780742848062,282.2747332881617
RO,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,solar,194.8944825610165,194.85244618302954,192.79611895135528,199.48508470650916,191.1548636561517,191.97604030845022,193.9175403303391,194.57736951903587,193.30945562792317,232.0865241672313,194.78490288236827,195.27810047016777,199.35964047573742,197.39232777621683,198.2576165208625,197.76477070297756,198.5290638983461,196.4370828521626,197.26404958086104,200.6463490191108
RS,OCGT,194.90450559076623,177.0500165423179,190.83217677231397,221.89885165231303,136.6036478780851,139.14503194211736,130.66314216098786,170.08235966452833,139.89223351431573,146.20912359500593,159.10922050741644,153.5565563629961,149.60846063434718,157.6497310379286,127.65953286030407,130.79224464325824,146.67487388216205,143.53296746946089,160.34738653824462,173.05912225896677
RS,onwind,252.59435138494672,268.6449689307203,273.34368488728245,267.5713433758274,293.3465960875159,265.7655814702775,258.8432437270358,278.46323053445366,266.3394081233806,284.5302421319477,278.06200436157656,271.5583660209566,318.69151702652624,258.9134341076353,278.5814105114896,271.00856413511474,276.1430291044877,291.3508718153626,287.5015233737021,265.0595644227384
RS,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,solar,196.33772100779547,197.19262768516214,194.4500358035135,198.38905245979365,243.38669074988485,193.5793697700337,195.80546860121385,195.22473099033945,195.10672615378823,199.05124691012068,195.19192056295606,202.2447177226802,201.54612781760954,197.6982495539455,200.00003703098793,198.72052862200024,200.67047463651699,196.38970694583375,197.03988267604947,203.2178071828161
SE,OCGT,294.1450406514746,225.22177502701936,240.0848225687296,324.4701666419612,182.19633599596224,209.83640600677035,103.1778824029156,228.51883389166878,167.47968508285282,263.1494664505883,231.42185157305852,235.9253007397978,278.58533497088,236.43494359872128,150.78799074121173,135.5232198727778,192.33375050648834,232.641061956681,159.79483654206007,180.44510627043542
SE,offwind,346.4271927005708,375.8049518499908,354.47504545486083,367.6384781766686,375.1532743666001,374.9850854795242,372.41270385726074,356.5799634651678,347.44814644566014,372.10303334083744,358.74367449009003,335.1040398017997,363.9701435115499,345.50909914270386,374.3420976580543,346.137514943136,357.50070712034625,352.4546854320661,365.3632384639062,339.9327119110141
SE,onwind,205.35245216898485,213.67040629117153,220.53481055669553,221.46670376797096,220.50644341170005,214.14442333826645,210.38045931231989,213.09345875239924,210.44898006617558,224.28153929521275,217.3209479409571,201.85021171291584,212.6143672346092,211.5430120294475,235.94728029603,224.47213162884276,222.10474479876657,204.62055001452012,215.80296410648424,219.58410063531713
SE,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,solar,342.3671483311821,357.27597256463093,349.8914946714947,351.29337426760617,352.81462013011344,352.8379241093645,363.31210863706,378.14371789159884,360.08755257593845,369.35814846063244,385.3916339127454,376.7983437194879,387.19684817827107,376.033295419605,391.63070840203756,392.24986825130026,402.56686463103534,410.78787808524106,402.82081628962214,413.2519623274617
SI,OCGT,171.40505255196197,169.91529825725053,175.3144804907073,187.1824769939244,137.19312399101415,164.2675387881735,137.08551329439163,166.7064961866865,134.64463779782093,150.5328674635309,149.6273064356029,148.62324184857886,139.5308805370698,157.3230852223425,138.65087359624385,129.34234275938547,150.21632932832114,138.59101819767352,134.43852600817965,167.0908100004094
SI,offwind,672.7486807643147,771.1046814793536,746.7664719460053,706.4141883398149,714.536542548573,596.447790050931,764.8718031448158,767.7820473948864,771.9378875110294,752.72968214589,821.5083320561095,766.3235078851815,817.2857113898702,609.6725516984529,741.2339637180145,781.4595339387099,732.8565261083764,829.8210924006889,802.2372956797734,668.1131344071707
SI,onwind,270.84580399122416,269.5613561375045,277.9225615160241,275.6515717414369,265.54165972660815,259.536738426794,269.923409693805,291.3381494873509,268.9673202338313,280.4730566727971,282.027273165502,270.1256141603393,271.4830897750475,267.0524583634588,289.3807593109427,278.7008082006823,264.48057475999565,286.2442562622839,286.95209958888705,255.86300743416544
SI,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,solar,250.03239500821482,247.4111351342661,254.28572160213383,254.99607179842783,255.68648752873526,255.2274267538957,247.2310235700709,259.56999975739456,252.45446912936433,261.1965763218136,252.69178516375612,255.15644912382754,260.0806077834053,251.58295650340915,264.7270492980938,257.8591000488913,263.58973991827685,205.16845129977733,210.87098799947836,262.9050294101133
SK,OCGT,205.85510288793998,204.05284237010065,198.5560368185736,244.52759552602438,136.24648174710666,199.0187055230305,137.62092195821512,195.21735356859568,155.16964205397127,194.4454504166371,183.89873427428986,205.42742020036934,198.80123790918847,209.98122562945952,155.75180826854745,174.07828091975335,173.67312718814935,183.42731475109233,160.3583756099339,180.74849613745124
SK,onwind,244.71857955909488,245.6486031664805,256.86680709150636,251.22867365402692,249.2390579044973,246.60533331030376,235.1214329581489,225.4713827597909,245.24218989179994,257.08188760771424,249.2059604124713,229.85883980119903,219.08708078784733,245.8523544336041,226.5280661099843,252.41270406620814,225.07528501214858,227.76129449673,253.8381777129897,239.8093713834587
SK,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,solar,206.90603604183005,207.99015855538082,254.58633542730436,258.05180710624046,255.28338715284198,209.95229636583852,210.57985058645193,259.6712393387449,250.96079357332744,263.86332818938706,223.54881507208634,255.73821485208114,261.2674159760297,216.11454217797078,219.8653914253068,221.3530901113541,220.787707875103,214.92559318717755,217.65776700347612,229.36889228094861
