,"('1970-1976', 'ave')","('1970-1976', 'max')","('1970-1976', 'min')","('1976-1982', 'ave')","('1976-1982', 'max')","('1976-1982', 'min')","('1982-1988', 'ave')","('1982-1988', 'max')","('1982-1988', 'min')","('1988-1994', 'ave')","('1988-1994', 'max')","('1988-1994', 'min')","('1994-2000', 'ave')","('1994-2000', 'max')","('1994-2000', 'min')","('2000-2006', 'ave')","('2000-2006', 'max')","('2000-2006', 'min')","('2006-2012', 'ave')","('2006-2012', 'max')","('2006-2012', 'min')","('2012-2018', 'ave')","('2012-2018', 'max')","('2012-2018', 'min')","('2018-2024', 'ave')","('2018-2024', 'max')","('2018-2024', 'min')","('2024-2030', 'ave')","('2024-2030', 'max')","('2024-2030', 'min')","('2030-2038', 'ave')","('2030-2038', 'max')","('2030-2038', 'min')","('2038-2044', 'ave')","('2038-2044', 'max')","('2038-2044', 'min')","('2050-2056', 'ave')","('2050-2056', 'max')","('2050-2056', 'min')","('2056-2062', 'ave')","('2056-2062', 'max')","('2056-2062', 'min')","('2062-2070', 'ave')","('2062-2070', 'max')","('2062-2070', 'min')","('2070-2076', 'ave')","('2070-2076', 'max')","('2070-2076', 'min')","('2076-2082', 'ave')","('2076-2082', 'max')","('2076-2082', 'min')"
LT offwind,0.46091630739951434,0.995519113898,0.00264156699191,0.4491542294466424,0.995158873832,0.00281278709195,0.4532848065393255,0.994636973796,0.00265156909175,0.424059426754807,0.995081327297,0.00224046558276,,,,0.46084041575002904,0.995872652588,0.00311651409705,0.45628955418258105,0.99466511029,0.00294018297472,0.4241517108921335,0.995572198962,0.00261400381291,0.4411174086780814,0.995673584112,0.00288280516705,0.438242577846276,0.995124557403,0.00199911049717,0.44583193222732864,0.994834412635,0.00285335368701,0.45914735909139487,0.9948570188,0.00279706442363,0.45690408443480296,0.995594409409,0.00282146300519,0.44457045214153434,0.994742574934,0.00285474598547,0.41882179348485365,0.99523838619,0.00238370128082,0.4380615075656331,0.994706162227,0.00312810325149,0.44424840576271235,0.994703657454,0.00247608101437
LT solar,0.1090553623664777,0.789382799538,0.0,0.10288769105675043,0.835031534196,0.0,0.10908729750168913,0.799358821891,0.0,0.1077687584399011,0.784436223904,0.0,,,,0.10266342858009894,0.77007295024,0.0,0.09999810808339116,0.77300062595,0.0,0.10641168232833136,0.788252024495,0.0,0.09799179286995496,0.750588559504,0.0,0.0987240349329861,0.803105697365,0.0,0.10313736413702214,0.758579630469,0.0,0.0982719824519102,0.758800258364,0.0,0.09708743294898728,0.749645403384,0.0,0.09820643572026572,0.76204136253,0.0,0.09923487465343743,0.769378171668,0.0,0.09913432926385245,0.811959351534,0.0,0.09535038755586367,0.72164726623,0.0
LT ror,0.11164748390714846,1.0,0.0,0.17231080353329042,1.0,0.0,0.10403668459778784,1.0,0.0,0.1150040073158176,1.0,0.0,,,,0.17205914862688634,1.0,0.0,0.15592402771767921,1.0,0.0,0.10740351062810323,1.0,0.0,0.1742726592092815,1.0,0.0,0.1563310777732281,1.0,0.0,0.1082872961274135,1.0,0.0,0.18493248542873053,1.0,0.0,0.1545300412698867,1.0,0.0,0.14865188755229863,1.0,0.0,0.13824280013450502,1.0,0.0,0.13835872828991636,1.0,0.0,0.15243844178719218,1.0,0.0
LU onwind,0.27321247764421686,0.999491024147,0.0016657340841,0.2890565933991405,0.99945564756,0.00182215381177,0.2694582396047151,0.999465031592,0.0017850325264,0.2674565994300797,0.999289556752,0.00165637091141,,,,0.27728874692699695,0.999265509637,0.00148108861751,0.274052933570175,0.99932457961,0.0016737732249,0.2565402207797109,0.999558079524,0.00166368620245,0.2694070142310177,0.999243621363,0.00204972652212,0.26448720272555243,0.999167970983,0.00151765828379,0.2603249782496398,0.999473031538,0.00152439375902,0.2855730632658242,0.999353544976,0.00156007494233,0.27022472116606044,0.999323372054,0.00167764197007,0.26364048376481725,0.999472998625,0.00134956123713,0.2402888417935139,0.999385634362,0.00137816997563,0.24814476647176623,0.99955106795,0.00156523406879,0.26658082955359996,0.999417862115,0.00182102708344
LU solar,0.10538435514424964,0.676849888038,0.0,0.1024506696235227,0.701225185603,0.0,0.10692493299320989,0.714558755141,0.0,0.10606587633311974,0.719960072494,0.0,,,,0.10137035930045608,0.676448046209,0.0,0.10158661796637025,0.671745786911,0.0,0.10605782518124926,0.734620765698,0.0,0.1027870322683201,0.689559877751,0.0,0.10207588306830974,0.667217328766,0.0,0.10265728182241646,0.684183488738,0.0,0.09892477229050535,0.664257880044,0.0,0.10462928855208382,0.679521947603,0.0,0.10240239115460545,0.660888910193,0.0,0.10724000265629526,0.703453408882,0.0,0.10470436082871945,0.672814037227,0.0,0.10418305229346146,0.664248778067,0.0
LU ror,0.028843024602365822,0.333537533251,5.21774878333e-05,0.03262368471631758,0.312270934518,3.11515087871e-05,0.027905144199631658,0.281990109688,3.48904911593e-05,0.028684242017867692,0.226812978546,7.19630473057e-05,,,,0.0349240974366125,0.334443116237,8.90126032364e-05,0.0282996625961338,0.282050644501,6.11889901068e-05,0.027132304571201894,0.272604404217,6.77945025037e-05,0.03138863630479649,0.309840429578,3.75592241925e-05,0.02898328811352617,0.431752577433,4.39007157276e-05,0.0298648530223879,0.347810047336,8.97135303273e-05,0.036745171267170085,0.281022938196,6.01373564291e-05,0.027396816733215413,0.383002041593,4.98945652313e-05,0.027972105321610253,0.335148291402,5.35558389466e-05,0.022941236356737407,0.333335738557,5.18590100734e-05,0.023535193552811327,0.292735210467,4.65397049832e-05,0.02706896069046784,0.274141066954,6.51280571308e-05
LV onwind,0.31425915834343254,0.994080719137,0.00327021069746,0.30374460948715115,0.995756159736,0.00290251077842,0.30064470910322216,0.996540711932,0.00230932806302,0.2858839739384969,0.99684432281,0.00318354015979,,,,0.30365182334774915,0.991059288561,0.00466941293723,0.30065856134268315,0.994049868271,0.00321715260838,0.2749722541843944,0.997820280982,0.00431093499271,0.2903063124762637,0.996733646234,0.00417408649784,0.2886798755437829,0.995365610885,0.00373452307577,0.29576248153934254,0.995377068926,0.00305211519287,0.30337895127042297,0.994475166086,0.00408156837404,0.2990307503662423,0.99543740406,0.00311658829378,0.2953237971220142,0.992424563266,0.00393000363323,0.2687524166251274,0.987616771242,0.00414181955715,0.2842922204214424,0.995365213278,0.00481538031805,0.2881231133306897,0.994234919588,0.00273898996511
LV offwind,0.4496287360887086,0.99672481666,0.0052525058607,0.4377881478748677,0.997427182856,0.00509347511674,0.4453539846033472,0.996545098133,0.00501914237062,0.41365650518077357,0.996749424852,0.00382462924728,,,,0.4535877100198022,0.997362710795,0.0056841441771,0.44867925572770173,0.99678649075,0.00466760754305,0.4168186669408457,0.996826257298,0.00568480620396,0.43095070864292045,0.996630864476,0.00392314988779,0.4279785748776172,0.996279855262,0.00399584394355,0.43708445587286865,0.996743753582,0.00566086569442,0.45152891848801596,0.996914836868,0.00610254310251,0.4500564810181938,0.996946451271,0.00550302748659,0.4420959342598256,0.997036519167,0.00498481554789,0.40741091680209873,0.997502315805,0.0060813541981,0.4289045534614504,0.996501122148,0.00562502039259,0.43390663739847224,0.996846394294,0.00435355141974
LV solar,0.10551531858126105,0.794683156444,0.0,0.10004697361411022,0.813585882305,0.0,0.10483421698894843,0.801878261184,0.0,0.10476732187069472,0.771403566864,0.0,,,,0.09919707960181727,0.767732699982,0.0,0.09706105017340028,0.752985671676,0.0,0.10295004415714326,0.767096421118,0.0,0.09573745743453711,0.770378390395,0.0,0.09568551211842884,0.75309975239,0.0,0.09976576886483605,0.733680108306,0.0,0.09491281034064261,0.722188267345,0.0,0.09293170399606536,0.72594305521,0.0,0.09587892884185241,0.742080266799,0.0,0.0973561470118352,0.742377032295,0.0,0.09662496232206136,0.786281783097,0.0,0.09311390304335407,0.709062197249,0.0
LV ror,0.3505300697112107,1.0,0.0,0.4701350320289816,1.0,0.0,0.3329232900774495,1.0,0.0,0.3568136004906928,1.0,0.0,,,,0.46894071417171096,1.0,0.0,0.4870916419035071,1.0,0.0,0.3192018410521458,1.0,0.0,0.4736092125368496,1.0,0.0,0.456665981268587,1.0,0.0,0.34649319673806717,1.0,0.0,0.480201809457599,1.0,0.0,0.4728039848829568,1.0,0.0,0.4036196597075835,1.0,0.0,0.38834250068198334,1.0,0.0,0.38738348375215453,1.0,0.0,0.4230610410841254,1.0,0.0
NL onwind,0.31086349021655385,0.997994988224,0.00340706404076,0.3268598932673043,0.998358548768,0.00248333448018,0.3119312544129284,0.998598430639,0.00312521883135,0.30735195481848776,0.997728187597,0.00290172986155,,,,0.3221301074205023,0.998279890772,0.00409305239018,0.32820943226417437,0.997101299437,0.00230995238373,0.2937067699795529,0.997380994634,0.00328903718315,0.31064206087845514,0.998426666487,0.00300859081053,0.30589130619572114,0.99802672223,0.00353307837962,0.3063720767771767,0.997736703711,0.0026606886384,0.3303524637856616,0.998359879186,0.00380256251448,0.30759997479882295,0.997305555841,0.00269277903617,0.30796496154416025,0.998283113866,0.003136366052,0.2751245634144201,0.997970266126,0.00361367679639,0.2961767900924682,0.998482487894,0.00299265653686,0.30121837578429955,0.998202995144,0.00300704743024
NL offwind,0.5258069532413682,0.999563675426,0.00648312171487,0.5279155236049865,0.999348209923,0.00782600456708,0.5264766047512358,0.999585509964,0.00710724686723,0.5144506255076421,0.999366302817,0.00598808265264,,,,0.5370534252269265,0.99964377102,0.00684625794657,0.546439527696756,0.999552098197,0.00474854791364,0.5060107596464921,0.999700549211,0.00679505930849,0.5228618984015092,0.999614996698,0.00509305468549,0.5128632410072937,0.999408432673,0.00878616904447,0.5133824596745976,0.999627611321,0.00521337590111,0.5452024650224608,0.999532003082,0.00577051832781,0.5147017288891345,0.999494336892,0.00467527395025,0.5142864795651277,0.999585793486,0.00638028413341,0.4777271393409416,0.999634512795,0.0070996042296,0.500694795980771,0.999546245571,0.0066746334005,0.4999935908207569,0.999489979291,0.00427749500839
NL solar,0.09983911648586455,0.678496978954,0.0,0.0986291961344537,0.669478026684,0.0,0.10246754496229396,0.683955157797,0.0,0.10046458743406585,0.696908204527,0.0,,,,0.09773050359824793,0.657944961915,0.0,0.09622374329595774,0.649227525759,0.0,0.10126592499710323,0.692527939258,0.0,0.09820917606102991,0.669151864209,0.0,0.09674633200335687,0.662579261392,0.0,0.09830356425914333,0.662976109215,0.0,0.09258781353161186,0.63941727605,0.0,0.09845080269165421,0.655272171799,0.0,0.09784275630363763,0.656820363801,0.0,0.10096375759841202,0.664125194405,0.0,0.09779962918342708,0.656057332596,0.0,0.0980929590978603,0.649250748443,0.0
NL ror,0.4674502084284182,1.0,0.0,0.466878335876674,1.0,0.0,0.40601800008973277,1.0,0.0,0.4544689942022158,1.0,0.0,,,,0.5105162622408695,1.0,0.0,0.47375020574747245,1.0,0.0,0.41142367229153215,1.0,0.0,0.5233653469707981,1.0,0.0,0.4733436858497298,1.0,0.0,0.4298740114661374,1.0,0.0,0.5473050680743805,1.0,0.0,0.4370461261650697,1.0,0.0,0.45841448745524666,1.0,0.0,0.36937396577791304,1.0,0.0,0.3526533008787916,1.0,0.0,0.41856540525831254,1.0,0.0
NO onwind,0.43472453576628173,0.967810893817,0.026130980502,0.4117449507274828,0.965372636267,0.0243907781801,0.4246782388215252,0.977606139242,0.0308150239473,0.4051422709840876,0.978931068928,0.0232017820145,,,,0.41761737106308433,0.97437884921,0.0190849557059,0.42202147326923345,0.968762100865,0.0186224097889,0.41416416010674045,0.976582615176,0.0235548024021,0.408025243897501,0.967389182307,0.0153312923183,0.40775598290645426,0.955834204817,0.0190959761622,0.4261582075890892,0.971472459411,0.0240240844396,0.4152878105997149,0.962220711762,0.0197190521764,0.4183737272356319,0.969098086684,0.0150222261223,0.4229640590988294,0.976701251162,0.0249231773742,0.39384815323469574,0.971514617845,0.0182392475392,0.42255753470011437,0.969437297221,0.0205881289829,0.3960278610037776,0.982416669663,0.0226776874384
NO offwind,0.5422800984168369,0.991140442452,0.0596407222506,0.5202534044063649,0.980966614666,0.0431963349957,0.5332657000105556,0.985237088345,0.0457812626006,0.516976250708752,0.973849903117,0.0493915306695,,,,0.5246376753342212,0.990256149325,0.0382163009758,0.5313348618980149,0.980572035989,0.0424490769944,0.5223596912657069,0.976943145965,0.0287331342875,0.5150064761117549,0.9764762161,0.0472902783728,0.5171303739240836,0.977025307508,0.0441293516999,0.5284221073957222,0.977390298184,0.0504657368453,0.5229491003655325,0.986010695872,0.0466559938567,0.526545705653987,0.984921586593,0.0402035993096,0.5371695711189496,0.986515160816,0.0481502940602,0.509659864025694,0.986947707696,0.0472080378015,0.5336658723683748,0.97727128649,0.040666461247,0.5023154810335246,0.986680221671,0.0350834856956
NO solar,0.11337057255146282,0.783303318147,0.0,0.11463444829075214,0.802893112473,0.0,0.11213149200998206,0.783154644876,0.0,0.11204481250323906,0.778361678271,0.0,,,,0.10924733495069165,0.793695418025,0.0,0.1089489394996698,0.765175481331,0.0,0.10680975073919795,0.766226370048,0.0,0.10781767748768645,0.767317341531,0.0,0.10464631951777494,0.77471584377,0.0,0.10290422262977561,0.76306954244,0.0,0.10337112398374178,0.758640805936,0.0,0.09863211669336991,0.759938665816,0.0,0.09935888596295224,0.758807145599,0.0,0.0978811969381284,0.732267903533,0.0,0.09556563202746235,0.742358759164,0.0,0.09693894011783022,0.718977138639,0.0
NO ror,0.6450410431131004,1.0,0.00263380688277,0.6342969109104774,1.0,0.00149693429841,0.6321976687847439,1.0,0.00160371522711,0.6348502758187823,1.0,0.00128548662863,,,,0.6771773825137258,1.0,0.00215712487459,0.7150788308053054,1.0,0.00254837109032,0.687187186670495,1.0,0.00139914767685,0.6578755568395404,1.0,0.00213049423435,0.7086459249410763,1.0,0.00257436036063,0.7313494277278734,1.0,0.00462996726259,0.7361471540767498,1.0,0.00436669096355,0.7809513657480466,1.0,0.00384640489583,0.7622010608705667,1.0,0.00272488753286,0.7157177460953603,1.0,0.0019193089934,0.7712668493768059,1.0,0.00670553306558,0.7249588127458164,1.0,0.00244502814888
PL onwind,0.26540801291442856,0.994035228588,0.00668428919673,0.2736276073570748,0.994602320379,0.00465700077424,0.25977869727093517,0.993458754339,0.0095132073511,0.25616830824393994,0.991085149746,0.00693185543583,,,,0.26021775876575737,0.98374645653,0.0063328051867,0.2564988730314926,0.992905138898,0.00528143299583,0.2409192684217886,0.986724657595,0.00597912804886,0.2533208317821416,0.979796426789,0.00506171935192,0.2547422571581587,0.990574967901,0.00729923165621,0.25213094369741385,0.98417820338,0.00552072085604,0.26795102554029393,0.990321238455,0.00630184998163,0.2579855927343152,0.994654476404,0.00494419735326,0.24925133292811683,0.991628268086,0.00719252906879,0.24220439814834246,0.9873653171,0.0060589732346,0.24998710603007282,0.988292134551,0.00554686186563,0.2548260407836645,0.987122280379,0.00767991463584
PL offwind,0.4697084654084267,0.992209329777,0.00620235483784,0.45761661701070433,0.992971470463,0.00456279661431,0.4577742413148901,0.993553919653,0.00536057053141,0.4340706427895367,0.993204439482,0.00386122971821,,,,0.46665019170114,0.99326279577,0.0040676201781,0.45639092856348595,0.992657849148,0.0053949401758,0.42651962731691556,0.992579203761,0.00459623232241,0.4417961835038125,0.993571222046,0.00379830111369,0.4431525760061238,0.993530055449,0.00463738943648,0.44830030961775175,0.993414473936,0.00621766275814,0.4641005412536978,0.99328851511,0.00582121442531,0.45796359292628586,0.992637054535,0.0051476895701,0.45071690874306025,0.993607254984,0.00591917988993,0.426674103175404,0.992980334172,0.00453255001624,0.4476550901426566,0.992743180595,0.00473443296723,0.4480848908423227,0.992484104008,0.00635608438037
PL solar,0.1152240690283116,0.793351945319,0.0,0.11169156813671796,0.759983384222,0.0,0.11796299624816699,0.784688304003,0.0,0.11388808443455267,0.767498613423,0.0,,,,0.11152048174396273,0.751390241009,0.0,0.10840831104456727,0.742475619707,0.0,0.11299180953204628,0.781976188255,0.0,0.10611666782186169,0.708569198129,0.0,0.10834282751455386,0.775346202147,0.0,0.11079667071951617,0.719257670286,0.0,0.10674452750753363,0.708865221092,0.0,0.10703152785065524,0.737393685573,0.0,0.10690464327211799,0.701086475963,0.0,0.10638410941843686,0.775854099958,0.0,0.1072866435432712,0.782675550558,0.0,0.10641654379984465,0.687690654031,0.0
PL ror,0.2756000674113032,1.0,0.000818104787826,0.3347505438440596,1.0,0.000798309620749,0.2611801672391817,1.0,0.000376007166225,0.32996480914525483,1.0,0.000638410759061,,,,0.31359533723033406,1.0,0.00037359917129,0.2964111483986549,1.0,0.00103225764799,0.3020395844134157,1.0,0.000779939952824,0.36848270127194804,1.0,0.000490211672303,0.3110853687769103,1.0,0.000967469841765,0.29242081734052494,1.0,0.000721867651512,0.3217784108922212,1.0,0.000943875359134,0.29190270461248713,1.0,0.00108365826669,0.3243866813996159,1.0,0.000860271576998,0.31947824227198524,1.0,0.000618131987114,0.273166197562758,1.0,0.000532416878903,0.31716794333160153,1.0,0.000751655162784
PT onwind,0.26260920040516433,0.993122123335,0.00740928444287,0.2714624261526882,0.990427682376,0.00805981047732,0.2557991794856547,0.990125490876,0.0085935633366,0.2618735194715795,0.991170180869,0.00887018017938,,,,0.2718096297220666,0.992703314277,0.0106500382824,0.2644313989488476,0.995595106791,0.00813536668791,0.25786004005817253,0.990089191436,0.00841650562148,0.26817578613268495,0.986092834479,0.00569855644526,0.26706201198911894,0.991163245008,0.00633273729072,0.24856906690362854,0.990539157281,0.00791604822728,0.2644263375687825,0.991833567294,0.00784808656801,0.2656175594128503,0.988720752237,0.0108617648981,0.2540460070491462,0.988852143838,0.00567400592384,0.260490203033452,0.988598728484,0.00613746314626,0.24976196556394883,0.990732793052,0.00837233286247,0.2565298612859652,0.988237808524,0.00697989817576
PT offwind,0.4612745233292384,0.994639428028,0.0136925027831,0.4737799462371826,0.997086840077,0.0162958473771,0.4497011686082404,0.996373986794,0.0107453811081,0.45671363097782086,0.99327866133,0.0191206692592,,,,0.46902679462667785,0.995569284451,0.0181444074526,0.47762798198058676,0.995940744127,0.016141845076,0.45704586582206363,0.993392304125,0.0108702579254,0.4559690751351011,0.995791232747,0.0192864610552,0.46580594629024713,0.995457923957,0.0144087083884,0.4441681798106558,0.996001716955,0.00997257902626,0.4647721881544302,0.997392327304,0.0159541830554,0.46579386277969514,0.995410399469,0.0132169521147,0.44720086449887714,0.995037797017,0.0120845499384,0.46270084734340217,0.9963214382,0.0113382176968,0.4475306458721409,0.995209940816,0.0144044879819,0.4558011984554997,0.996645574774,0.0148198410832
PT solar,0.1385540416563013,0.682460847378,0.0,0.13879193607753224,0.697970692325,0.0,0.1403630739555545,0.676351057774,0.0,0.13964914574380397,0.678916727028,0.0,,,,0.13831745411667495,0.678593328983,0.0,0.13960534908358302,0.679406625692,0.0,0.1388353585581068,0.678678330439,0.0,0.13941632369987395,0.68069622464,0.0,0.1396137128413929,0.676349043709,0.0,0.13966629139332382,0.67351946555,0.0,0.14025488619527152,0.681904811427,0.0,0.13724645281644232,0.679712556392,0.0,0.13975366865992278,0.675294232099,0.0,0.13652144442181266,0.67385173981,0.0,0.13953845390014671,0.675039605562,0.0,0.13959877015729147,0.670547148772,0.0
PT ror,0.3462122590026969,1.0,0.000323837862404,0.35034896271552207,1.0,0.000417153754333,0.3273170241570317,1.0,0.000287881216884,0.33919335015962626,1.0,0.0003177442443,,,,0.34894519468551805,1.0,0.000207375347159,0.32584723633515356,1.0,0.000422596733148,0.3449206323104493,1.0,0.000578253086447,0.32410655654812315,1.0,0.000417004295243,0.31845906834868176,1.0,0.00037672913108,0.31099005556864107,1.0,0.000521735131062,0.2979838653625098,1.0,0.000379593846637,0.34453700022314704,1.0,0.000409915546444,0.3057077635911828,1.0,0.00017889210849,0.35309605007459877,1.0,0.000536241135868,0.2852958977392692,1.0,0.000409730028673,0.30865428149742075,1.0,0.000322518493741
RO onwind,0.20824275162135703,0.927824605871,0.00753098553319,0.21499239272436768,0.948584599305,0.0115121104331,0.20481976337208965,0.932957064553,0.0117298122321,0.21285541137697273,0.977249338515,0.0112669042679,,,,0.2012813359836107,0.960909373935,0.00969133730121,0.1990527568686096,0.949243520103,0.0103320540979,0.1990988960808371,0.891627090419,0.00761595579444,0.2113685815372742,0.96113557976,0.00912214471105,0.20418042846716025,0.957439808348,0.00823627900523,0.196691086836838,0.948239414626,0.00764637594548,0.21226248044311097,0.942040828587,0.0114428995835,0.203501815464596,0.943773416339,0.0102039259637,0.20241706027928527,0.961843288473,0.00873613482585,0.2093812129371035,0.948616687154,0.00808603159556,0.20091870765510286,0.932765183626,0.00910199538419,0.20771721094708326,0.975958412982,0.010394149181
RO offwind,0.3422956093960231,0.998751428075,0.00342039052294,0.3411371595868179,0.998482637193,0.00518846240116,0.3478966799129707,0.99831913325,0.00412791888111,0.3427702446126527,0.99784572879,0.00381553510364,,,,0.33022824298454906,0.99792341889,0.0030262103665,0.32363673779534013,0.998349376082,0.00450282208635,0.3515340745823069,0.998346711979,0.00329306982222,0.3514777451020393,0.998280338292,0.00375263711155,0.3410757757415918,0.998338448486,0.00425593456932,0.33049515543405655,0.99851070085,0.00351491806581,0.3448021117596229,0.998419981851,0.00406113781599,0.3249556288813984,0.998332443242,0.00278985613276,0.3368150756288585,0.998369838647,0.0032153992258,0.34870693607492087,0.998961744654,0.00223047803794,0.3450115195194748,0.998633519035,0.00431368124381,0.33458815318844554,0.9982909951,0.00430915660204
RO solar,0.1402342896926014,0.776980818787,0.0,0.14019149180543863,0.725478809131,0.0,0.14181278029683644,0.758430552005,0.0,0.1374837416533326,0.794968426138,0.0,,,,0.1378298823994949,0.731970445201,0.0,0.13934498829405662,0.740160029385,0.0,0.1366782271740543,0.745013027374,0.0,0.135377162534466,0.718019293229,0.0,0.13562535554042002,0.717586132097,0.0,0.13756149075515828,0.722786121961,0.0,0.13570721313237635,0.711035780736,0.0,0.1378990975851932,0.733305013014,0.0,0.13478607521174976,0.696337641629,0.0,0.13526987157802148,0.731485273341,0.0,0.13358298912788683,0.730413907442,0.0,0.13427772936106733,0.704138099012,0.0
RO ror,0.49709886303698786,1.0,0.0,0.5211926634533602,1.0,0.000834437234715,0.487843799122116,1.0,0.000350149879929,0.5272536127096442,1.0,0.000697189813681,,,,0.5277967795862942,1.0,0.000830088395104,0.5030653910102931,1.0,0.00126029258028,0.5481691628704373,1.0,0.000776076293344,0.5787797333750428,1.0,0.000868652977488,0.561534290610017,1.0,0.000798822956433,0.5179232128513704,1.0,0.000849866626559,0.5773744961219407,1.0,0.000710049520435,0.4888420564417723,1.0,0.0007431394515,0.5449549915227272,1.0,0.00106561239846,0.5455664097937306,1.0,0.000750782195897,0.5168345101399429,1.0,0.000490820948932,0.5518229971784131,1.0,0.000804667254558
RS onwind,0.22437100015787478,0.97673140197,0.00686767232871,0.22735540293332376,0.987848113884,0.00587002890251,0.21761807091494906,0.968459459299,0.0072350964087,0.22657543319211337,0.974860934603,0.00605525616864,,,,0.21472637171339826,0.987627196882,0.0058899647157,0.21188212590363398,0.985569153641,0.00619070484476,0.2111849965993382,0.969421471933,0.00672542777709,0.22058727261783453,0.976324951651,0.00579641250394,0.21849929660875064,0.977321302595,0.00713790133715,0.2094261410529172,0.976866541185,0.00621058791131,0.22671945471432883,0.980337069292,0.00720677477591,0.21254220547597782,0.978660181496,0.00591362089549,0.20875706295685348,0.973005179721,0.00557982045717,0.22063977914089783,0.979445308739,0.0058806376031,0.21621885475060595,0.977133640011,0.00597370746772,0.222872542206422,0.985942227192,0.00585562160888
RS solar,0.14015241807158976,0.750351775163,0.0,0.1392086248616853,0.770038308112,0.0,0.13933082543854045,0.756620575516,0.0,0.13581975005354027,0.824662968532,0.0,,,,0.13741629683630524,0.74007691551,0.0,0.13789092344891365,0.724397159389,0.0,0.13585927604916964,0.730259098614,0.0,0.13570579389394052,0.71692170815,0.0,0.13490967040335525,0.742627783311,0.0,0.13627036047970154,0.750002876699,0.0,0.13553286850544455,0.72961607956,0.0,0.13717194779432973,0.729239803556,0.0,0.13525147438029966,0.710318508256,0.0,0.1346570927914786,0.719980349549,0.0,0.13300141118627107,0.736541393306,0.0,0.1335887388999065,0.725061605415,0.0
RS ror,0.5076725787434161,1.0,0.0,0.5768248840094016,1.0,0.00162222671305,0.5326492475323409,1.0,0.000802640069918,0.6315945274367593,1.0,0.00159007198526,,,,0.5405263976621645,1.0,0.00209833660634,0.49109482476919813,1.0,0.00133006619937,0.5978211770474727,1.0,0.00191956745711,0.5726938296602615,1.0,0.00160605285835,0.5951620803640129,1.0,0.00131171912414,0.532900848733549,1.0,0.00161580333149,0.537116113846006,1.0,0.00166183554152,0.47548030022268817,1.0,0.000912377628834,0.5450274963786297,1.0,0.000831889698113,0.5106087879456042,1.0,0.00106861351933,0.5755274721050218,1.0,0.000774124076213,0.5259472410815133,1.0,0.00158430173606
SE onwind,0.3449816105807266,0.976047522905,0.0228441935306,0.32504588619165886,0.981413221835,0.0139882222227,0.332632544853286,0.980603955859,0.0152598203216,0.31405976597645924,0.987543091485,0.0139021628484,,,,0.3311208040312128,0.971216472331,0.0169030365682,0.32876018359329306,0.977226208886,0.0167420421961,0.31643955822052083,0.979937243034,0.0177784013878,0.316507586694234,0.977655491771,0.0178701838663,0.31581439732148475,0.976752165759,0.0131886840478,0.329729580219861,0.981816582916,0.0180665247612,0.3300129636076936,0.983920613988,0.0124085939078,0.3300499103160602,0.980342455666,0.0184748775524,0.32971336820304625,0.983783947051,0.010086857972,0.30628060429592807,0.980371647594,0.0180534929177,0.3295649055686183,0.98602479526,0.0125194227053,0.30789669488619803,0.974371549884,0.0145925775157
SE offwind,0.4463664000577691,0.970828824123,0.0177154033672,0.4322175388333253,0.97511335817,0.0196671580814,0.4400564175066782,0.973887205677,0.0198793462581,0.41520230203418507,0.970731187901,0.0167647607981,,,,0.4445458186883777,0.972454752698,0.0176609896239,0.44109206976511733,0.972222369376,0.0228494114931,0.4216576368248583,0.971324066159,0.0165259961216,0.42611577240739507,0.971697245528,0.0208586064365,0.42433380095722684,0.972300711252,0.0138459932756,0.43578991259289585,0.97505815298,0.020577264038,0.4484865619328099,0.974902801053,0.0174842835713,0.4458521790910767,0.9758955255,0.0167966951184,0.44017283233105486,0.973660825468,0.0215836429956,0.4113837631494138,0.973447967137,0.019017940216,0.4378108653782805,0.974838020102,0.0187030223753,0.42411598823013663,0.973496621877,0.0141502294994
SE solar,0.10968597836414239,0.75099371342,0.0,0.10692800788829446,0.759740131873,0.0,0.10807671732570637,0.730016090165,0.0,0.10757640916337977,0.751354037445,0.0,,,,0.10468596503285141,0.721904950384,0.0,0.103038231871829,0.712588257874,0.0,0.10649621136293225,0.718804266831,0.0,0.10176191051632218,0.742600486084,0.0,0.1023951720882288,0.672848506868,0.0,0.10212448383762433,0.684616767194,0.0,0.10005545972048094,0.696380442518,0.0,0.09924716092525492,0.695932171119,0.0,0.09964563257731637,0.685450496192,0.0,0.0996101422595181,0.716624058801,0.0,0.09838597649618012,0.680368716925,0.0,0.09813514026029019,0.672813460723,0.0
SE ror,0.5730594710266957,1.0,0.00132194456612,0.5688623891066255,1.0,0.00268927991733,0.5666606524452162,1.0,0.00106352811623,0.5823641149114049,1.0,0.00181409096957,,,,0.6185691336952073,1.0,0.00216589997515,0.6158958939333035,1.0,0.00422555667042,0.6206079964747856,1.0,0.00393223928022,0.6129438659232898,1.0,0.00291183052148,0.6387949785367121,1.0,0.00370052154905,0.6661832847037011,1.0,0.00556943259482,0.6497751839708299,1.0,0.0047304089078,0.711138795904744,1.0,0.00626496956665,0.7006292547647758,1.0,0.00437499523623,0.6911498016330155,1.0,0.0062774679181,0.723949315236014,1.0,0.0101073809648,0.681858428201823,1.0,0.00569582738698
