,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2044-2050,2050-2056,2056-2062,2062-2070,2070-2076,2076-2082,2082-2088,2088-2094,2094-2101
lcoe,108.1031858942562,109.67518882227611,111.86568552137611,108.92586424279645,112.7792608820558,110.44740054841412,110.60823433319251,108.05472465364072,108.19795740993872,108.09295975284724,107.1160523599632,108.82365485414249,104.56137478850027,106.77261921779102,108.37334442650805,110.26841896613136,107.43853300400164,109.56633577045903,109.41001124085642,111.89802648018441,108.89199022279138
