bus,carrier,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2050-2056,2056-2062,2062-2070,2076-2082
PL,OCGT,193.08327793407975,140.87999025387728,287.3896239141513,197.58240365675687,149.1831538283418,216.81378363865875,165.6365648927823,193.73233471533257,165.70608120410836,159.9279025943021,215.04834566261886,210.03833243563156,191.0773715392411,227.29195741913364,180.2991319851983,195.46313425275557
PL,offwind,279.9008703993962,300.88116726069364,290.3597059908493,301.8312224702243,302.4996671614271,282.6645400072728,292.6655475467278,301.01700412748187,302.9288407415575,302.4926688725276,301.74579722879656,286.75045078145337,291.4936467634545,289.8221540203596,315.17737771976954,296.55391945267013
PL,onwind,231.66715873487854,204.9196447198699,211.03165692506406,238.74912108051657,216.1581841810068,224.54066100835627,217.9832006068459,243.84307673160282,213.0923881827544,220.2676428423333,242.22565547318092,217.6100437332289,247.58261081281296,254.66286591556036,261.2222394950414,213.53565150004755
PL,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL,solar,315.23128897876006,323.84198930495324,294.9696997255762,302.78513360589926,317.0608888162501,312.4889912467686,339.6428437080889,313.2249679856532,334.45680481139556,341.92594959888476,317.2123630014087,332.3109218151123,329.5420488641591,317.444336047293,335.36725351045123,310.1282499749075
PT,OCGT,133.81740325111724,134.60848564888462,257.2007338975217,162.79586992553305,145.8044404137205,130.59387338106671,135.09793244366628,125.43296833835652,129.148102689478,128.2728883217783,157.027075818485,133.53653839486262,131.0937826527694,144.12746184974827,123.79562068807203,146.02402633653355
PT,offwind,267.35121359507633,300.7144812747522,275.93085895646993,274.83387926855715,281.9181385190939,283.568613050486,265.93530802810625,272.62180701850576,288.0406762327891,281.56388401986777,281.4271730022713,274.93002718558506,278.6599519070234,276.8941864985271,274.7953486167606,271.023539430715
PT,onwind,200.7082763603892,209.03434672512964,212.23525525015987,207.29087041759678,208.7277258158452,210.31530858229263,213.10953483665946,212.29141831108748,206.61320034745174,208.47804118639905,220.5806833390354,215.37832993816903,218.31854620926546,215.53417993811303,216.9540668829735,224.35110833295562
PT,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PT,solar,189.71674544013734,189.63378139175924,188.09783787668886,187.87927667838707,188.3520841789749,189.40513101587183,187.9573944603411,190.38127227393127,188.93781733059714,188.31766444446765,187.92442704694773,186.96275646032305,190.95006324544565,187.56049554681982,192.36762606120251,188.31097441323635
RO,OCGT,140.652110892093,158.96372398481648,204.90149735257717,195.36497235560302,168.57215445586445,203.18557618550074,144.97039475082437,202.27210041933975,130.5999127745846,168.52498311528382,173.69523335392054,184.54091312440997,159.1106118598902,215.85588662501658,159.87306791216736,143.05898327357954
RO,offwind,370.5782501702673,428.68281719645483,357.99365607051857,370.15812041020286,402.729813231967,399.8810377509481,406.6458444920616,358.372527113243,367.34417969387135,374.170630045252,396.10524228199324,380.8576344094846,403.9406526502653,382.1197214124379,376.41609240393586,392.7590980616354
RO,onwind,278.15427292852047,289.84340190685305,277.68496667370334,278.4568469045978,272.82205320453136,294.7021815898076,304.1114476449314,296.7484676899973,282.92142684833027,289.4163461314136,304.68485796456025,281.34306504491843,297.49131839756996,290.93257649184403,287.0219606077582,298.5125826354299
RO,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RO,solar,188.38305147121392,188.5745964269845,185.90124390348927,191.01145906510303,190.34210425330147,190.07706394496532,188.43431172553264,192.33070273189867,208.92723475153971,194.48883971793916,190.94274335583694,193.31246413780696,190.0197955007344,194.4822805459434,194.0530839030686,195.50529117637635
RS,OCGT,132.53949705294883,155.33431187609125,183.46893057415195,167.25540060482206,151.44326933103713,185.74087926662742,142.83383212087128,193.31382370543483,139.25414688411945,152.88683143853228,167.84599480441403,149.39673104587052,149.13518479659749,210.83989156102254,158.40778197999302,130.13242621794916
RS,onwind,261.3042947508901,294.8320441783137,275.37138635862243,263.81710847886126,271.2205820180467,289.13226957409046,297.4504470114923,286.76313759661656,278.9551455668444,281.0543271700968,288.6801834399012,272.20366327519946,290.5998520340207,291.69864258215017,278.7633653711845,279.94578126618217
RS,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RS,solar,188.18659877717485,245.89547461945938,197.62234012242868,193.4889723249307,192.66181261611743,190.6542458925288,246.7142216715786,193.44854599660837,194.35632822713978,195.30231482688455,192.65235142009993,236.09815963123685,191.03206023024094,193.79721937239523,194.8169448385636,241.9201804273513
SE,OCGT,200.74088544603356,117.39861294506082,296.096900619262,218.48055184807967,123.11012392148744,237.1982340178085,167.59198865218522,209.88162956007682,144.82931628565356,142.9090060959502,233.9242001896853,226.0399146933064,198.48074206828213,244.8616001475247,164.04608365256053,216.30976319125872
SE,offwind,350.04410395017635,418.68504027591325,341.9897089518908,344.52605781051193,392.96751433609364,344.2092837983933,344.27049109880556,344.8825157610478,340.718751841321,369.9644854441305,337.095611419029,337.6616112213593,335.35753799244674,331.9779087418901,357.5580984330725,325.62500296360474
SE,onwind,199.94241126596776,225.83503833729523,210.28156159577983,205.97998805175442,207.75948722320604,212.37916270170894,213.12457245361512,203.65811973831987,216.86109138400158,228.44809089025932,209.393274680475,209.76487423888744,203.4976389830767,199.44083614835455,217.75982257543183,206.721328400242
SE,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,solar,344.85132657306957,342.5562530766231,335.47027465883843,329.34077274876125,349.4446250853004,348.1480267748623,359.2947146680595,340.00069444606163,363.9147630344513,363.90913124174364,357.7535713351173,363.43395835588285,360.930640509943,366.29013908845667,366.6944012803295,350.59509929343295
SI,OCGT,107.24986135294446,131.29757193761372,168.68364605724904,151.54769570561342,161.32557806301986,181.70733883499884,134.51996422960386,163.64898721580684,141.7801283755142,133.68987276296352,155.97086088587386,142.3487968999711,145.31508797169425,169.2575842957729,143.61418946259758,137.21140002378203
SI,offwind,788.2517063098938,763.6823788042657,762.6404989489158,619.9764579019743,800.3122847625413,732.9310402719011,858.088490818565,798.4984685199236,831.0469450389865,970.0344922154655,741.4608901132964,848.6830008352536,831.6378873457645,840.4939842898833,768.2676287882349,542.9747453543563
SI,onwind,263.31135476760727,281.1536831109677,273.48860820356145,252.02430600551634,277.4396978232859,278.822124116412,289.6662706399917,277.0885093253305,291.9606663001122,293.5507638405451,269.2244620467792,273.51842823260864,293.2971851689261,278.20362360881967,286.8188135476822,270.309217626186
SI,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SI,solar,244.30438361580437,253.57756143866834,243.81869333244887,250.9688079664914,255.70334038337612,256.8108454683486,249.49158822554188,249.3350332146499,254.0386036033723,252.75027350492368,252.9686589094794,248.0229943794,256.717313403962,253.39311847886128,256.28503643381515,251.33849547625277
SK,OCGT,183.07503103653588,141.44317866955922,231.17597456701532,193.29371248293975,145.00931083315257,222.3141302311266,157.50168539991543,188.13713576597755,159.37592000965415,159.9204482106203,212.31112282779227,196.6649414892257,178.27135572747792,228.31180627381144,155.6057199947889,199.47998094611668
SK,onwind,258.74057611977844,219.8316952873119,232.2718673962657,241.03183163682047,244.42771055002237,257.39697381585466,269.1754331265268,260.65230004550324,232.4256411317025,259.1909838281182,269.97735152425764,247.90876720622398,262.78674762489146,269.6204128037157,266.7316645040771,252.09624645539841
SK,ror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK,solar,246.524261946723,254.45524895064543,239.2077849817472,249.80341733036593,255.8956172004255,256.5869211873604,255.3078458920517,250.29535248898188,258.42482236274316,252.05500054616851,255.01345616751678,253.60645883214974,263.57485537447036,263.9241282268639,210.57362095767513,259.1550931783155
