bus,carrier,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2050-2056,2056-2062,2062-2070,2070-2076,2076-2082
LT,offwind,0.0235848725953,0.0132601705156,0.0375670216552,0.00699682823987,0.00235308430574,0.000531645438954,0.00831697357253,0.0247234671204,0.0253721988047,0.0154026857661,0.011440580717,0.00405913027415,0.00210744856298,0.00530619350992,0.00822663485378,0.0171012913546,0.00783274750251
LT,onwind,1310.03896401,4.34389006951,2633.84650006,0.171076136138,493.020023175,2236.00094027,2325.81617581,579.638260208,3110.30140741,572.002729346,0.270399305098,954.897570895,2596.50419872,0.0483208755738,0.137548985487,0.128934818707,0.0839247071308
LT,ror,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0,352.0
LT,solar,0.02784634721,0.0213430466955,0.0804588559561,0.0124592069414,0.00348872748196,0.000566832567612,0.00939428922771,0.0318136779463,0.0294879337157,0.0213463257284,0.0172130899428,0.00374947466479,0.00196459739411,0.00510147269443,0.0138920975135,0.0286668728316,0.0101989301232
LU,OCGT,441.869509567,539.214916755,599.65221762,541.356783388,420.86070361,532.086815427,454.11395821,954.015791268,747.038764602,452.714681213,552.720260233,449.562134651,579.902104717,617.649917567,597.942964524,527.053264889,586.636607454
LU,onwind,0.0819487702272,1.86077074834,0.459841709853,0.0714430033737,0.0139165033978,0.00225835741577,0.0635501644283,0.10463258342,0.138014393824,0.0877597283726,0.0390265068956,0.0453405384273,0.00507791228098,0.012313777814,0.0233125690696,0.04874834671,0.0319914830868
LU,ror,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172,784.722222172
LU,solar,0.0282758888896,0.0312201729206,0.105408670785,0.0166370611881,0.00449636125686,0.000679967999279,0.0149969305093,0.0644420351878,0.0434426057439,0.0225318048296,0.0228361645091,0.0056173907968,0.00432251121317,0.0084932320375,0.0453704330023,0.0860295275508,0.0292803174189
LV,OCGT,706.124691941,837.161419505,662.750757012,1490.01283116,651.73647729,1511.8889298,0.0351306230275,1132.9409556,836.152143395,339.545077375,735.487938578,638.459287914,1045.40509988,1165.24671965,632.529732788,1505.80432694,1577.03051819
LV,offwind,0.0190496777183,0.0122289353588,0.039209457369,0.00675010117351,0.00214427173938,0.000488907566892,0.00699744141114,0.0187744053539,0.0235094576094,0.0130485187096,0.0103871250717,0.00316516287894,0.00205375553719,0.00414572024484,0.0079903340589,0.0157997538044,0.00861599705595
LV,onwind,1138.74849345,435.11728829,1047.27097892,481.143973857,1047.32627738,916.073669621,650.889743638,1290.40618737,1529.90520116,1438.37806656,741.058075805,326.304850489,658.131461344,317.204663178,732.211537654,18.2594062659,425.732659063
LV,ror,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0,1580.0
LV,solar,0.0249852533858,0.0216883996068,0.0724893235932,0.0127505795011,0.00319072033164,0.000480677713943,0.00883245426436,0.0284201428607,0.0278655846157,0.0186892537045,0.0174038050075,0.00339240342226,0.00178402786223,0.00485304873513,0.0145321596582,0.0285214317137,0.00940169575186
NL,OCGT,6563.49876008,12174.5466091,9952.83815508,9591.7198419,10899.0966487,7195.78462237,13135.4945392,6676.92821954,10153.5329194,8948.60195208,6298.2874841,8127.30137117,8637.38782386,6802.92964877,10706.7092184,9140.22421128,6555.18859241
NL,offwind,0.0148144712683,0.0131559082449,0.043404702748,0.0111575258457,0.00283052084077,0.000480791150964,0.00859213016459,0.0157528498592,0.0245982718661,0.0136518606275,0.0131735330659,0.00256163805846,0.000987632866321,0.0031176914122,0.00663277991201,0.0174898441369,0.0122352102735
NL,onwind,0.0788560569933,0.0892106000479,1813.96340255,0.11009965998,0.0143836831559,0.00350933245877,0.0901586464586,0.0853783586845,0.414267859462,0.232463167671,0.0571112312772,0.0192628134449,0.00583750394301,0.0145520409531,0.0301799403855,0.0778332024116,0.0410590281199
NL,ror,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
NL,solar,0.0276288658422,0.0222008558274,0.0780943203122,0.0121760806568,0.00409279987565,0.00058714141939,0.0109317899408,0.0312002969189,0.0377789987925,0.0237548112487,0.0172814160864,0.0036249704358,0.00255770244091,0.00581836247371,0.0177067714461,0.0313773799497,0.0138746224208
NO,OCGT,4063.21987882,7.30050809731,9073.32732248,4659.14981357,0.026015789231,6665.89208793,3311.40728232,5070.27444367,1007.24332128,522.334392717,5890.79611534,6676.24626358,5718.25055713,6303.735699,2960.32105775,3799.58508141,5533.75232312
NO,offwind,0.00505717532818,0.00345508402855,0.00967842027825,0.00378407068995,0.00102357834135,0.000120791934502,0.00238332450859,0.00841593136134,0.011391759276,0.00366789480758,0.00547463993403,0.000893353976853,0.000348955869356,0.00211733099632,0.00357643696142,0.00664926739934,0.00472467694039
NO,onwind,218390.279824,158118.9179,190334.303728,200507.735493,197015.529666,167872.316668,164435.975441,210375.956665,169749.106324,174818.772653,230500.775341,153130.04211,201274.460137,232249.159176,254273.106027,202414.190967,219373.433518
NO,ror,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848,2317.99733848
