bus,carrier,1970-1976,1976-1982,1982-1988,1988-1994,1994-2000,2000-2006,2006-2012,2012-2018,2018-2024,2024-2030,2030-2038,2038-2044,2050-2056,2056-2062,2062-2070,2070-2076,2076-2082
ES,ror,0.47478240447331127,0.474737295070372,0.43388104820348117,0.4551961389830843,,0.4584585444324586,0.46250926141201965,0.463452614379184,0.4542654218240258,0.41231804969385005,0.434849357235437,0.3854583483467636,0.436741139853505,0.3768299377495889,0.4218895836665103,0.35061028541906764,0.37791400590157503
ES,solar,0.14323420301308332,0.1427391082413742,0.14442993042150387,0.14455791384770328,,0.14341800274082633,0.14233952388589727,0.14204644650420323,0.1433844690649555,0.14418029004006436,0.14311040772216022,0.1435908965124012,0.14197652579118414,0.143326509936425,0.14088980003910212,0.14300054406030116,0.14307488505522686
FI,offwind,0.4279430111752556,0.41616721845317667,0.4317797356093393,0.4095249496975508,,0.4344762433674626,0.43604545073898604,0.4243943488327047,0.4221998471225677,0.41405119265963913,0.43679229419684173,0.44065711143130326,0.442870095302908,0.43406628898301214,0.4140473633956242,0.43917679558076184,0.4178131826494352
FI,onwind,0.3252048415800984,0.3100880885049252,0.3188262958271667,0.313569240173122,,0.323750318254646,0.3145498005806638,0.30861102665575546,0.30753223739394897,0.2950868546572982,0.3140001205889688,0.3155029447129206,0.31413728312685885,0.3190934486400194,0.2974374043624446,0.3142372892083261,0.2993319166741989
FI,ror,0.6362260436044791,0.6030087057135897,0.6301745268913792,0.6106481584544258,,0.6599257477505733,0.6462475082846308,0.6623545553563065,0.6574085125921577,0.6903394873241172,0.7217639121343205,0.7201545768895988,0.7527750703071995,0.7049054671946751,0.699762229050009,0.7367965114701548,0.7302350037350723
FI,solar,0.10075226536067787,0.09731402983401037,0.09716647424290421,0.09943341515008068,,0.09415572540321368,0.09284718925331616,0.09686673366452388,0.09174673885973678,0.09166113461189336,0.0919248692372119,0.08852889034938544,0.08732095667295747,0.08918242616853049,0.08962432433591981,0.08778800004168637,0.08758888122113476
FR,offwind,0.4699644419613925,0.4766313446608099,0.47175931242000324,0.46605585818795936,,0.47001734172754595,0.4657661946455729,0.44528930708677267,0.46647916606874634,0.45502884949533745,0.45898467121596964,0.46650014696526737,0.45902747727439586,0.4460273546149456,0.44091843748634374,0.44262187067913755,0.44574564442850934
FR,onwind,0.28003617544858367,0.2875540886688828,0.2806497292001354,0.2797702702355603,,0.28701357933877675,0.27613142929930184,0.2671720689794295,0.279969169237835,0.27765121729741526,0.27288183949223566,0.2831700986457417,0.2773987506990494,0.2754578420128162,0.2601380254413129,0.2648535101761826,0.27403938985199
FR,ror,0.603218744431114,0.6319479186179788,0.583580426384556,0.6342658432073078,,0.6435990594526789,0.6071294317445269,0.6138746984118637,0.6260746973962809,0.5695061555207435,0.6062582351294109,0.5948328035204944,0.6018323723568965,0.5475744265548015,0.5724986767730996,0.5173175598556438,0.5886355054828949
FR,solar,0.11461161829078038,0.11354506996607096,0.11640514883600556,0.11555635436039603,,0.11347095836112787,0.11427650982724954,0.1150188056469063,0.11337127042247032,0.11523367982894088,0.11359048202959625,0.1110758056042175,0.11529148570763315,0.11527550127776415,0.11564396479090527,0.11657122589959171,0.1137939030302875
GB,offwind,0.5716432091044878,0.5678177735945155,0.5632608942960767,0.5550120068796248,,0.5624748049967656,0.5795853167006676,0.5550398764420679,0.5599467214526593,0.5589724932023973,0.567374219494253,0.5778173338286517,0.5589718581230201,0.5596362148247916,0.5317902953569135,0.5610078022670005,0.5358652456831258
GB,onwind,0.40431588054058654,0.40675377062508755,0.39534810699000855,0.39084540409342117,,0.39479748041475793,0.4105977356426793,0.38090483210444825,0.395542041963655,0.38571673153938435,0.3959270953238345,0.40875549051293797,0.3908254331811032,0.388727114327116,0.3542065844186001,0.3869512023392705,0.37136433564690235
GB,ror,0.37618235244695125,0.37998357907037494,0.3631417379206767,0.3640836573402835,,0.35125231103975485,0.39715018823149495,0.3339085883306771,0.3791564106071512,0.3637593893370241,0.38364953747170616,0.3915165350937863,0.38121148628396107,0.36600109548528026,0.3126449828555562,0.36258866364851305,0.3361596870650025
GB,solar,0.09720891975832623,0.09862902308799942,0.0998146772806558,0.09867197687754611,,0.09659202750641452,0.0961558603655682,0.09979582651085254,0.09746628364965777,0.09690847386760233,0.09743507636661872,0.09515401254991818,0.09694352300658056,0.09769252696603913,0.09783993177161474,0.0965134060652627,0.09722560357768605
GR,offwind,0.3568010430656216,0.33838511795981163,0.3436568266666457,0.3482413589467669,,0.34414192895151624,0.3427783755347734,0.35964251704754246,0.3492787978425151,0.3557443503453453,0.34449755658282566,0.34008058215507286,0.3441407514716188,0.3487091901290676,0.35539198829169144,0.35850101274383056,0.34514831521420414
GR,onwind,0.2770648175679489,0.2681162853290717,0.2746064201653676,0.27161582926264355,,0.27113168438605323,0.2677384137585276,0.2751186732913477,0.2728878113317787,0.26934667386122507,0.26999791924613714,0.2676331468617571,0.2654349255242499,0.2701579073320671,0.278497986981102,0.27631143881643827,0.27504050203017577
GR,ror,0.382465588628689,0.39703201943192756,0.40094737288621773,0.46167597836996266,,0.3656992662866295,0.3668855230145581,0.38303198184184495,0.40403488750454564,0.39321043833761676,0.3632531475789381,0.36014979975267625,0.2880503955665479,0.3207370527875068,0.29717595121068596,0.33652369072842364,0.28955266649519223
GR,solar,0.15308792489984013,0.15226021415342195,0.1522890203453126,0.1503573631703173,,0.15253988014281447,0.15286673023915134,0.1514587293249017,0.15181832002081902,0.15181685213148963,0.15153946342504943,0.1512807466778933,0.1527511956718072,0.15155098333640854,0.15173051973774115,0.1498672679413713,0.1515494736407747
HR,offwind,0.2739470413466744,0.27951213439745676,0.2636167840898494,0.2744826787231335,,0.2680899795848152,0.257013769020777,0.2582546655624898,0.26414853671893496,0.2663797247375693,0.2577389332308688,0.2642082791169776,0.25517352713458546,0.2457298109684053,0.2636992712940332,0.256593991572365,0.2618118428502603
HR,onwind,0.2343858208913239,0.2401497820269631,0.22860096741487107,0.23689856007739107,,0.22621381753562744,0.2211797435328715,0.21830530569333165,0.2215258741446861,0.22209035882366412,0.2226050180420558,0.2299846160767643,0.2197236225578387,0.21102794876600897,0.22385780409420972,0.22390871537008022,0.2249549065804852
HR,ror,0.5062684878481677,0.5703296092890019,0.49840912990383607,0.5638998513179659,,0.5541266547548225,0.5134654117138725,0.5625704069631451,0.5692559000281785,0.5211314985986096,0.5406921216753415,0.504993834953767,0.49770494929628506,0.4975321871813851,0.5204938964127551,0.47045528641386103,0.49215770086510485
HR,solar,0.13710720192460096,0.13517188581493744,0.1365795031136817,0.13286194288108635,,0.13423229157390162,0.13492900233476138,0.13243172965066,0.13286465424629595,0.1334440352936538,0.13233894218168063,0.1337015062655613,0.1339151000253018,0.13200692328413002,0.13221376451120212,0.1315859277497405,0.13136849732878003
